Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2023 US Open R128,L vs Svitolina,6,19,0.3,6.7%,21.3%,5,18,0.3,6.0%,21.7%,3.6%,2.4%,5.5,24.7%,4.5%
2023 Wimbledon R128,L vs Parks,12,31,0.4,8.8%,22.6%,10,26,0.4,8.3%,21.7%,5.0%,3.3%,0.8,18.2%,24.1%
2023 Roland Garros R64,L vs Alexandrova,4,19,0.2,4.4%,21.1%,4,15,0.3,4.8%,18.1%,1.2%,3.6%,1.0,17.8%,17.8%
2023 Roland Garros R128,W vs Hibino,41,39,1.1,18.3%,17.4%,35,27,1.3,17.5%,13.5%,8.5%,9.0%,1.1,13.8%,12.1%
2023 Linz R16,W vs Kalinina,22,19,1.2,15.8%,13.7%,18,18,1.0,14.1%,14.1%,10.2%,2.3%,0.6,14.4%,23.7%
2022 Angers 125 R32,W vs Parry,24,13,1.8,21.6%,11.7%,22,13,1.7,21.2%,12.5%,16.3%,4.8%,0.8,9.0%,11.7%
2021 Luxembourg R32,L vs Hartono,18,34,0.5,7.8%,14.7%,11,34,0.3,5.2%,16.2%,1.9%,3.3%,0.8,24.1%,28.4%
2021 Stuttgart R16,L vs Sabalenka,16,14,1.1,13.9%,12.2%,11,13,0.8,10.9%,12.9%,9.9%,1.0%,1.5,23.5%,15.7%
2021 Stuttgart R32,W vs Eikeri,29,28,1.0,26.9%,25.9%,29,25,1.2,28.2%,24.3%,19.4%,8.7%,0.3,5.6%,19.4%
2020 Roland Garros R128,L vs Sasnovich,24,28,0.9,16.4%,19.2%,24,28,0.9,17.0%,19.9%,,,0.9,19.2%,20.5%
2020 US Open R64,L vs Kerber,27,29,0.9,18.9%,20.3%,25,27,0.9,18.2%,19.7%,5.8%,12.4%,0.9,12.6%,14.0%
2020 US Open R128,W vs Dolehide,15,13,1.2,13.3%,11.5%,13,11,1.2,13.3%,11.2%,8.2%,4.1%,0.7,17.7%,25.7%
2020 Lyon F,L vs Kenin,20,20,1.0,11.6%,11.6%,15,19,0.8,9.4%,11.9%,5.0%,4.4%,1.1,25.0%,22.1%
2019 Wimbledon R128,L vs Gasparyan,22,25,0.9,17.7%,20.2%,22,24,0.9,18.6%,20.3%,15.3%,3.4%,1.5,13.7%,8.9%
2019 Eastbourne R16,L vs Bertens,17,33,0.5,13.0%,25.2%,17,27,0.6,15.5%,24.5%,7.3%,7.3%,0.9,20.6%,22.1%
2019 Stuttgart R32,L vs Bertens,8,34,0.2,5.7%,24.3%,8,32,0.3,6.1%,24.4%,2.3%,3.8%,0.9,19.3%,20.7%
2019 Charleston R64,L vs Zidansek,16,41,0.4,11.0%,28.3%,15,40,0.4,10.6%,28.4%,5.0%,4.3%,0.7,15.2%,22.8%
2016 US Open R128,L vs Vinci,18,35,0.5,16.5%,32.1%,16,29,0.6,16.8%,30.5%,7.4%,8.4%,0.7,10.1%,14.7%
2016 Wimbledon R32,L vs Doi,32,26,1.2,20.3%,16.5%,25,23,1.1,17.1%,15.8%,10.3%,6.8%,1.5,13.9%,9.5%
2016 Wimbledon R64,W vs Alexandrova,20,23,0.9,13.0%,14.9%,15,22,0.7,10.5%,15.4%,6.3%,2.8%,0.8,13.6%,17.5%
Career (41 matches),,1004,1280,0.8,16.3%,20.8%,841,1146,0.7,15.0%,20.4%,8.4%,5.8%,0.9,15.4%,17.2%
