Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,84,39,45,46.4%,92-108,46.0%,895-967,48.1%,10-10,50.0%,67,65.4%,30.1%,4.8%,4.7%,65.0%,62.8%,45.7%,56.8%,41.0%,48.9%,0.95
Clay,48,19,29,39.6%,49-61,44.5%,499-522,48.9%,4-8,33.3%,46,67.2%,29.7%,3.7%,4.5%,64.7%,62.9%,46.6%,57.1%,41.1%,49.2%,0.96
Grass,19,8,11,42.1%,18-24,42.9%,208-216,49.1%,2-4,33.3%,19,75.6%,24.4%,5.8%,5.0%,62.8%,69.4%,47.7%,61.3%,37.8%,49.6%,0.98
Carpet,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-0,-,1,-,-,0.0%,3.8%,64.2%,38.2%,31.6%,35.8%,46.4%,41.8%,0.72
Grand Slams,26,9,17,34.6%,22-39,36.1%,246-315,43.9%,4-2,66.7%,26,64.6%,26.4%,5.1%,5.8%,61.2%,62.4%,46.6%,56.2%,39.5%,47.8%,0.90
Premiers,19,7,12,36.8%,15-25,37.5%,168-203,45.3%,1-3,25.0%,19,69.9%,22.1%,4.8%,3.5%,65.7%,64.7%,44.7%,57.8%,37.6%,48.0%,0.89
Internationals,93,44,49,47.3%,106-114,48.2%,1049-1047,50.0%,9-15,37.5%,79,68.2%,32.1%,4.3%,4.6%,65.4%,64.0%,46.7%,58.0%,41.8%,49.9%,1.00
Finals,2,0,2,0.0%,1-4,20.0%,19-28,40.4%,0-0,-,1,64.3%,21.4%,6.2%,1.2%,72.8%,61.0%,54.5%,59.3%,39.6%,48.8%,0.97
Semi-finals,5,2,3,40.0%,5-8,38.5%,56-64,46.7%,0-0,-,3,68.2%,27.3%,5.2%,3.4%,65.1%,61.6%,49.4%,57.3%,40.2%,48.9%,0.94
Quarter-finals,12,5,7,41.7%,14-17,45.2%,141-154,47.8%,3-3,50.0%,9,63.7%,26.3%,3.0%,4.0%,67.3%,61.2%,48.5%,57.1%,39.7%,48.2%,0.92
vs Righties,138,61,77,44.2%,148-177,45.5%,1482-1575,48.5%,15-17,46.9%,121,67.8%,29.0%,4.5%,4.7%,64.4%,63.8%,46.5%,57.6%,40.7%,49.2%,0.96
vs Lefties,12,2,10,16.7%,6-19,24.0%,98-142,40.8%,1-5,16.7%,11,57.8%,25.3%,4.1%,5.7%,66.6%,60.7%,39.6%,53.7%,38.0%,45.9%,0.82
vs Top 10,12,1,11,8.3%,4-23,14.8%,97-156,38.3%,1-1,50.0%,12,57.7%,21.3%,4.1%,4.9%,63.4%,59.7%,39.6%,52.4%,37.3%,45.0%,0.78
