Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,7,2,5,28.6%,6-11,35.3%,61-89,40.7%,1-2,33.3%,7,60.3%,21.6%,3.0%,3.9%,66.4%,59.0%,45.3%,54.4%,38.7%,46.8%,0.85,R16 (2x)
2025,48,32,16,66.7%,69-47,59.5%,576-494,53.8%,9-6,60.0%,47,71.8%,35.8%,4.9%,5.2%,65.3%,66.9%,46.3%,59.7%,43.8%,51.8%,1.09,W (W35 Esch/Alzette)
2024,16,8,8,50.0%,17-17,50.0%,165-170,49.3%,4-3,57.1%,3,48.5%,31.3%,1.6%,6.2%,65.0%,58.9%,31.8%,49.4%,41.8%,45.8%,0.83,SF (W75 Ismaning)
2023,13,8,5,61.5%,18-11,62.1%,146-126,53.7%,1-1,50.0%,4,64.9%,16.2%,6.8%,7.8%,63.5%,63.3%,45.0%,56.6%,34.5%,45.4%,0.80,F (W80 Poitiers)
2022,33,19,14,57.6%,42-29,59.2%,365-316,53.6%,6-6,50.0%,17,78.7%,33.3%,3.9%,3.5%,69.6%,68.2%,50.1%,62.7%,42.5%,52.7%,1.14,F (2x)
2021,6,3,3,50.0%,6-8,42.9%,68-69,49.6%,1-1,50.0%,0,,,,,,,,,,,,QF (W60 Andrezieux-Boutheon)
2020,8,3,5,37.5%,9-10,47.4%,86-97,47.0%,1-0,100.0%,0,,,,,,,,,,,,QF (W60 Andrezieux-Boutheon)
2019,21,15,6,71.4%,34-14,70.8%,255-189,57.4%,0-3,0.0%,4,70.2%,28.6%,3.6%,5.2%,65.8%,65.3%,43.8%,58.0%,42.5%,49.9%,1.01,W (W25 Roehampton)
2018,3,2,1,66.7%,5-3,62.5%,45-33,57.7%,0-1,0.0%,0,,,,,,,,,,,,QF (Playford $25K)
2017,8,6,2,75.0%,12-5,70.6%,92-70,56.8%,2-1,66.7%,0,,,,,,,,,,,,W (Shrewsbury $25K)
2016,5,4,1,80.0%,8-4,66.7%,61-53,53.5%,2-0,100.0%,5,71.9%,32.7%,7.3%,3.5%,62.1%,66.2%,56.2%,62.4%,43.3%,52.8%,1.15,F (San Antonio)
2015,17,12,5,70.6%,24-14,63.2%,199-169,54.1%,2-3,40.0%,0,,,,,,,,,,,,W (Ilkley $50K)
2014,22,14,8,63.6%,34-18,65.4%,268-208,56.3%,3-3,50.0%,8,-,-,10.2%,5.2%,67.5%,71.2%,50.9%,64.6%,45.3%,54.8%,1.28,W (Suzhou)
2013,63,45,18,71.4%,97-48,66.9%,772-577,57.2%,9-8,52.9%,0,,,,,,,,,,,,W (4x)
2012,58,47,11,81.0%,98-37,72.6%,719-484,59.8%,7-6,53.8%,0,,,,,,,,,,,,W (6x)
2011,34,19,15,55.9%,39-33,54.2%,353-299,54.1%,3-4,42.9%,0,,,,,,,,,,,,F (3x)
Career,362,239,123,66.0%,518-309,62.6%,4231-3443,55.1%,51-48,51.5%,95,71.0%,32.7%,5.0%,4.8%,66.1%,66.4%,47.0%,59.8%,42.9%,51.4%,1.07,
