Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 Roland Garros R64,L vs Alexandrova,71.7%,45.5%,13.0%,5/1,2.33,0.0%,80.0%,37.5%,15.0%,2.23,0.0%,73.9%,52.9%,13.0%,2.50,0.0%
2023 Roland Garros R128,W vs Hibino,78.4%,51.7%,1.8%,2/0,2.55,15.3%,81.8%,47.6%,1.3%,2.58,22.7%,82.8%,62.5%,3.4%,2.51,3.6%
2023 Linz R16,W vs Kalinina,74.6%,62.3%,4.2%,1/2,2.22,15.7%,79.5%,61.3%,5.1%,2.27,19.0%,81.5%,63.6%,3.7%,2.01,0.0%
2022 Angers R32,W vs Parry,55.3%,73.1%,6.4%,2/1,2.26,61.8%,51.7%,73.3%,6.9%,2.16,84.2%,73.3%,72.7%,6.7%,2.48,11.8%
2021 Luxembourg R32,L vs Hartono,70.0%,47.6%,3.3%,2/2,2.34,2.7%,71.4%,42.2%,4.8%,2.17,3.8%,83.0%,53.8%,2.1%,2.73,0.0%
2021 Stuttgart R16,L vs Sabalenka,69.0%,42.5%,5.2%,3/0,2.47,12.2%,69.4%,36.0%,2.8%,2.61,21.7%,78.9%,53.3%,10.5%,2.29,0.0%
2021 Stuttgart R32,W vs Eikeri,88.2%,61.7%,0.0%,0/0,2.14,3.7%,87.1%,48.1%,0.0%,2.06,6.3%,91.7%,72.7%,0.0%,2.28,0.0%
2020 US Open R64,L vs Kerber,80.5%,41.9%,2.6%,1/1,1.73,0.0%,83.3%,40.0%,3.3%,1.76,0.0%,75.0%,50.0%,0.0%,1.64,0.0%
2020 Lyon F,L vs Kenin,78.0%,47.9%,1.1%,0/1,2.80,8.9%,77.9%,43.4%,1.5%,2.79,10.3%,85.7%,61.1%,0.0%,2.84,5.9%
2019 Eastbourne R16,L vs Bertens,59.0%,47.2%,1.6%,0/1,2.07,7.8%,73.3%,54.5%,0.0%,1.98,12.9%,66.7%,35.7%,4.8%,2.23,0.0%
2019 Stuttgart R32,L vs Bertens,61.9%,35.9%,3.2%,2/0,2.24,7.0%,61.3%,31.6%,0.0%,2.29,11.1%,69.0%,40.0%,6.9%,2.17,0.0%
2019 Charleston R64,L vs Zidansek,80.8%,47.5%,4.1%,3/0,2.28,5.2%,79.5%,40.0%,2.3%,2.38,4.9%,88.9%,58.3%,7.4%,2.06,5.9%
2016 Nurnberg QF,L vs Beck,77.1%,57.1%,0.9%,1/0,2.18,2.7%,75.6%,58.1%,1.2%,2.29,4.3%,88.0%,54.5%,0.0%,1.99,0.0%
2016 Nurnberg R32,W vs Larsson,82.6%,54.4%,2.9%,0/2,2.05,14.0%,84.4%,55.3%,4.4%,2.10,16.7%,86.4%,52.6%,0.0%,1.81,0.0%
2016 Rome R32,L vs Williams,55.1%,37.0%,10.2%,4/1,2.24,4.3%,48.4%,40.0%,6.5%,2.07,3.4%,75.0%,33.3%,18.8%,2.53,5.6%
2016 Rome R64,W vs Schmiedlova,76.9%,46.0%,1.5%,1/0,2.30,10.0%,86.4%,42.1%,2.3%,2.38,16.7%,70.6%,58.3%,0.0%,2.16,0.0%
2016 Stuttgart R16,L vs Suarez Navarro,75.5%,40.0%,3.8%,1/1,2.36,10.1%,65.8%,28.0%,2.6%,2.39,14.3%,100.0%,60.0%,6.7%,2.32,3.7%
2016 Indian Wells R64,L vs Kasatkina,80.6%,38.0%,1.6%,1/0,2.64,12.7%,82.6%,28.9%,0.0%,2.48,20.0%,85.7%,66.7%,7.1%,2.92,0.0%
2016 Australian Open R32,W vs Vinci,77.9%,58.2%,3.5%,3/0,2.46,55.7%,74.5%,53.7%,3.6%,2.56,58.7%,86.7%,65.4%,3.3%,2.28,50.0%
2015 Luxembourg R16,L vs Voegele,74.0%,56.1%,3.9%,1/2,2.37,16.3%,72.7%,50.0%,0.0%,2.31,22.6%,86.2%,64.0%,10.3%,2.48,5.6%
Career (22 matches),,73.8%,50.9%,3.3%,64.8%,2.35,14.0%,74.7%,46.8%,2.8%,2.33,18.9%,81.9%,58.0%,4.8%,2.39,5.0%
