Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2023 Nonthaburi CH R16,W vs Uchiyama,0.0%,-,11.2%,82.4%,25.0%,25.0%,36.4%,4.7%,20.0%,0.4%,0.0%,-55,-64
2019 St Petersburg R16,L vs Medvedev,1.5%,0.0%,12.5%,80.0%,10.6%,16.7%,14.3%,5.2%,16.7%,1.7%,0.0%,-24,-23
2018 Madrid R32,L vs Zverev,0.0%,-,6.7%,62.5%,23.0%,44.4%,0.0%,1.9%,11.1%,1.1%,100.0%,-27,-39
2017 Dubai R16,W vs Federer,0.0%,-,5.9%,83.3%,20.2%,25.7%,18.8%,16.7%,22.2%,0.4%,100.0%,23,14
2016 Astana CH F,W vs Kravchuk,0.0%,-,5.2%,60.0%,28.8%,28.6%,33.3%,12.5%,60.0%,0.8%,0.0%,55,36
2016 Indian Wells R128,L vs Carreno Busta,0.0%,-,7.5%,75.0%,16.0%,0.0%,100.0%,2.6%,0.0%,0.0%,-,16,37
2015 St Petersburg R32,W vs Sidorenko,0.0%,-,10.8%,81.8%,21.3%,43.8%,12.5%,11.1%,16.7%,0.0%,-,-31,-14
2014 Washington R64,W vs Tiafoe,2.0%,100.0%,7.9%,70.0%,16.3%,31.8%,18.2%,0.0%,0.0%,0.0%,-,-5,9
2013 Aptos CH SF,L vs Klahn,0.0%,-,3.0%,83.3%,7.5%,14.8%,0.0%,2.9%,0.0%,0.0%,-,25,42
Career (9 matches),,0.3%,50.0%,7.5%,77.2%,18.1%,25.8%,18.2%,5.8%,16.1%,0.5%,33.3%,-5,-2
