Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2023 Nonthaburi 2 CH R16,W vs Uchiyama,53% (9/17),60% (3/5),2/3,1/2,67% (4/6),0/0,0/0,80% (4/5),60% (3/5)
2021 US Open R128,L vs Auger Aliassime,56% (22/39),67% (2/3),1/2,0/0,80% (4/5),2/5,2/3,24% (4/17),31% (5/16)
2020 US Open R128,L vs Londero,73% (8/11),100% (3/3),0/0,0/0,36% (4/11),0/3,0/1,- (0/0),- (0/0)
2020 Australian Open R128,L vs Verdasco,53% (8/15),0% (0/1),0/0,0/0,50% (5/10),3/6,0/1,- (0/0),- (0/0)
2019 St. Petersburg R16,L vs Medvedev,70% (7/10),33% (1/3),0/0,0/0,50% (4/8),2/4,2/3,- (0/0),- (0/0)
2019 US Open R128,L vs Coric,47% (9/19),- (0/0),0/1,0/0,43% (3/7),1/4,0/1,75% (6/8),13% (1/8)
2019 Nur-Sultan CH R16,W vs Nam,55% (11/20),44% (4/9),2/3,1/2,60% (3/5),0/1,0/0,- (0/0),- (0/0)
2019 Surbiton CH R32,L vs Ebden,25% (2/8),0% (0/9),0/0,0/0,0% (0/5),0/2,0/1,- (0/0),- (0/0)
2019 Busan CH R16,W vs King,78% (7/9),83% (5/6),2/4,1/3,40% (2/5),0/0,0/0,100% (5/5),40% (2/5)
2019 Busan CH R32,W vs Mukund,64% (7/11),56% (5/9),2/3,1/1,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Seoul CH R16,L vs Kwon,56% (9/16),- (0/0),0/0,0/0,71% (5/7),1/3,0/1,50% (2/4),0% (0/5)
2019 Seoul CH R32,W vs Bai,63% (12/19),50% (4/8),2/2,1/1,60% (3/5),0/1,0/0,- (0/0),- (0/0)
2019 Taipei CH R32,L vs Soeda,76% (13/17),50% (3/6),1/3,0/2,73% (8/11),2/4,1/2,67% (4/6),17% (1/6)
2019 St. Brieuc CH QF,L vs Moutet,100% (9/9),33% (1/3),0/0,0/0,0% (0/2),1/3,0/1,40% (2/5),0% (0/4)
2019 St. Brieuc CH R16,W vs Safiullin,76% (13/17),43% (3/7),2/4,1/3,82% (9/11),1/2,0/0,- (0/0),- (0/0)
2019 St. Brieuc CH R32,W vs Guinard,67% (14/21),33% (1/3),2/3,1/2,67% (4/6),0/1,0/0,83% (5/6),33% (2/6)
2019 Phoenix CH R16,L vs Caruso,60% (6/10),50% (1/2),0/0,0/0,73% (8/11),2/4,0/1,- (0/0),- (0/0)
2019 Phoenix CH R32,W vs Gulbis,56% (10/18),29% (2/7),2/4,1/1,88% (7/8),4/4,0/0,86% (6/7),29% (2/7)
2019 Phoenix CH R64,W vs Bemelmans,62% (8/13),57% (4/7),2/2,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2019 Indian Wells CH R16,L vs Bolt,76% (13/17),50% (1/2),1/1,0/0,71% (5/7),1/3,1/2,- (0/0),- (0/0)
2023 (1 matches),,52.9%,60.0%,66.7%,50.0%,66.7%,-,-,80.0%,60.0%
2021 (1 matches),,56.4%,66.7%,50.0%,-,80.0%,40.0%,66.7%,23.5%,31.3%
2020 (2 matches),,61.5%,75.0%,-,-,42.9%,33.3%,0.0%,-,-
2019 (24 matches),,62.6%,40.2%,49.0%,52.4%,64.2%,45.0%,38.1%,67.8%,25.3%
2018 (53 matches),,64.8%,34.7%,59.6%,64.9%,65.4%,48.1%,40.8%,66.0%,36.6%
Career (372 matches),,65.1%,37.2%,53.3%,56.1%,63.1%,45.6%,41.7%,65.5%,35.6%
