Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,127,45,82,35.4%,134-197,40.5%,1526-1730,46.9%,23-29,44.2%,122,77.7%,16.2%,6.6%,2.9%,58.3%,70.8%,49.8%,62.1%,34.3%,48.4%,0.91
Clay,29,6,23,20.7%,21-53,28.4%,296-422,41.2%,8-7,53.3%,29,70.8%,11.5%,4.0%,2.7%,57.7%,66.6%,49.7%,59.5%,32.6%,46.0%,0.80
Grass,16,4,12,25.0%,12-30,28.6%,186-237,44.0%,2-7,22.2%,16,79.9%,9.5%,6.9%,3.4%,61.1%,70.0%,51.3%,62.7%,29.3%,46.4%,0.79
Grand Slams,33,10,23,30.3%,39-76,33.9%,514-622,45.2%,7-18,28.0%,33,78.0%,13.8%,6.9%,2.7%,58.6%,71.4%,49.0%,62.1%,33.0%,47.7%,0.87
Masters,17,6,11,35.3%,17-24,41.5%,190-223,46.0%,3-4,42.9%,17,77.8%,14.3%,5.0%,3.0%,58.0%,69.4%,51.7%,61.9%,33.9%,48.0%,0.89
Other Tours,115,36,79,31.3%,98-165,37.3%,1172-1401,45.5%,20-20,50.0%,115,76.0%,15.5%,6.0%,3.0%,58.4%,69.4%,50.2%,61.4%,33.7%,47.7%,0.87
Best of 5,39,13,26,33.3%,51-89,36.4%,634-750,45.8%,10-19,34.5%,34,77.9%,13.5%,6.9%,2.8%,58.4%,71.4%,48.7%,62.0%,33.0%,47.6%,0.87
Best of 3,133,42,91,31.6%,116-191,37.8%,1374-1639,45.6%,23-24,48.9%,133,76.3%,15.2%,5.9%,3.0%,58.5%,69.5%,50.4%,61.5%,33.8%,47.8%,0.88
Semi-finals,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,5.0%,3.3%,56.7%,64.7%,38.5%,53.3%,31.6%,42.7%,0.68
Quarter-finals,6,1,5,16.7%,3-10,23.1%,51-72,41.5%,0-2,0.0%,6,76.7%,8.2%,5.8%,2.6%,60.4%,65.9%,49.7%,59.5%,33.1%,46.1%,0.82
vs Righties,160,51,109,31.9%,154-263,36.9%,1862-2229,45.5%,29-42,40.8%,155,76.6%,14.7%,6.2%,3.0%,58.4%,70.1%,49.6%,61.6%,33.5%,47.7%,0.87
vs Lefties,12,4,8,33.3%,13-17,43.3%,146-160,47.7%,4-1,80.0%,12,78.7%,15.2%,6.4%,2.5%,59.8%,69.1%,53.8%,62.9%,34.7%,49.1%,0.94
vs Top 10,12,1,11,8.3%,7-24,22.6%,126-180,41.2%,2-2,50.0%,12,70.7%,11.8%,4.3%,3.5%,57.7%,69.2%,45.8%,59.3%,30.4%,45.3%,0.75
