Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2025 Indian Wells R64,L vs Kostyuk,25% (2/8),50% (1/2),1/4,63% (5/8),0% (0/5),1/1,0/0,0/1,0/0,0/1
2025 Indian Wells R128,W vs Niemeier,53% (8/15),88% (7/8),3/5,43% (6/14),17% (1/6),4/5,0/0,1/1,0/0,1/1
2025 Auckland SF,L vs Tauson,30% (3/10),67% (2/3),0/3,67% (6/9),33% (2/6),0/2,0/0,1/2,0/0,0/0
2025 Auckland QF,W vs Pera,40% (4/10),75% (3/4),1/1,10% (1/10),0% (0/1),3/3,2/2,0/0,1/1,0/0
2025 Auckland R16,W vs Hibino,63% (5/8),80% (4/5),0/0,0% (0/8),- (0/0),4/4,2/2,0/0,1/1,0/0
2025 Auckland R32,W vs Hontama,67% (8/12),88% (7/8),2/4,45% (5/11),20% (1/5),4/5,0/0,0/0,0/0,0/0
2024 Wimbledon R64,L vs Jabeur,20% (2/10),50% (1/2),1/4,56% (5/9),20% (1/5),0/1,0/0,0/0,0/0,0/0
2024 Wimbledon R128,W vs Gadecki,30% (3/10),100% (3/3),0/1,50% (5/10),80% (4/5),2/3,2/2,0/0,1/1,0/0
2024 Madrid R32,L vs Sabalenka,13% (2/15),50% (1/2),1/3,36% (5/14),20% (1/5),1/1,0/0,0/1,0/0,0/1
2024 Madrid R128,W vs Avanesyan,50% (4/8),100% (4/4),0/0,25% (2/8),100% (2/2),4/4,2/2,0/0,1/1,0/0
2023 US Open R128,L vs Lys,13% (1/8),0% (0/1),0/3,100% (7/7),43% (3/7),0/0,0/0,1/2,0/0,1/1
2022 San Diego R32,L vs Gauff,33% (3/9),33% (1/3),0/3,56% (5/9),20% (1/5),0/1,0/0,0/1,0/0,0/1
2020 US Open R128,L vs Putintseva,38% (3/8),67% (2/3),1/5,75% (6/8),0% (0/6),1/2,0/0,0/1,0/0,0/0
2019 W15 Carson CA R32,W vs Chavatipon,60% (6/10),67% (4/6),1/2,30% (3/10),33% (1/3),2/3,0/0,0/0,0/0,0/0
2025 (6 matches),,47.6%,80.0%,41.2%,38.3%,17.4%,80.0%,100.0%,50.0%,100.0%,50.0%
2024 (4 matches),,25.6%,81.8%,25.0%,41.5%,47.1%,77.8%,100.0%,0.0%,100.0%,0.0%
2023 (1 matches),,12.5%,0.0%,0.0%,100.0%,42.9%,-,-,50.0%,-,100.0%
2022 (1 matches),,33.3%,33.3%,0.0%,55.6%,20.0%,0.0%,-,0.0%,-,0.0%
2020 (1 matches),,37.5%,66.7%,20.0%,75.0%,0.0%,50.0%,-,0.0%,-,-
Career (14 matches),,38.3%,74.1%,28.9%,45.2%,27.9%,74.3%,100.0%,33.3%,100.0%,40.0%
