Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Indian Wells R64,L vs Kostyuk,0.0%,-,5.4%,60.0%,3.8%,5.0%,11.1%,7.3%,16.7%,1.1%,0.0%,15,44
2025 Indian Wells R128,W vs Niemeier,0.0%,-,7.1%,53.8%,7.8%,18.2%,0.0%,11.3%,9.1%,0.7%,50.0%,9,24
2025 Auckland SF,L vs Tauson,0.0%,-,7.1%,55.6%,13.2%,35.7%,0.0%,13.8%,50.0%,1.2%,100.0%,107,91
2025 Auckland QF,W vs Pera,0.0%,-,2.5%,100.0%,27.8%,58.3%,0.0%,8.3%,50.0%,2.5%,33.3%,42,89
2025 Auckland R16,W vs Hibino,0.0%,-,8.0%,75.0%,11.8%,21.1%,10.0%,4.3%,9.1%,0.6%,0.0%,23,44
2024 Auckland R32,W vs Hontama,0.0%,-,7.8%,83.3%,12.0%,22.6%,9.1%,12.9%,38.5%,0.8%,0.0%,41,62
2024 Madrid R32,L vs Sabalenka,0.0%,-,3.6%,85.7%,13.7%,33.3%,6.7%,5.9%,15.0%,1.0%,0.0%,-13,7
2024 Madrid R128,W vs Avanesyan,0.0%,-,2.1%,100.0%,20.7%,31.8%,25.0%,8.0%,20.0%,1.1%,0.0%,24,21
2022 San Diego R32,L vs Gauff,0.0%,-,9.2%,72.7%,7.8%,15.2%,0.0%,5.8%,5.0%,0.4%,100.0%,-55,-37
Career (9 matches),,0.0%,-,5.9%,71.4%,11.8%,23.9%,8.4%,8.5%,19.3%,0.9%,27.8%,15,33
