Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2025 Indian Wells R64,L vs Kostyuk,3,33,0.1,3.3%,35.9%,3,27,0.1,3.6%,32.1%,1.2%,2.4%,0.8,14.1%,17.4%
2025 Indian Wells R128,W vs Niemeier,17,40,0.4,9.2%,21.7%,14,34,0.4,8.4%,20.4%,4.8%,2.4%,0.2,6.5%,29.3%
2025 Auckland SF,L vs Tauson,21,31,0.7,16.7%,24.6%,16,25,0.6,15.2%,23.8%,7.6%,7.6%,1.3,16.7%,12.7%
2025 Auckland QF,W vs Pera,25,14,1.8,21.0%,11.8%,12,12,1.0,12.8%,12.8%,5.3%,3.2%,0.7,11.8%,17.6%
2025 Auckland R16,W vs Hibino,20,23,0.9,20.0%,23.0%,17,19,0.9,19.1%,21.3%,12.4%,3.4%,0.2,6.0%,28.0%
2025 Auckland R32,W vs Hontama,21,35,0.6,13.6%,22.7%,15,31,0.5,10.8%,22.3%,7.2%,2.2%,0.3,7.1%,21.4%
2024 Wimbledon R64,L vs Jabeur,13,25,0.5,11.7%,22.5%,9,22,0.4,9.3%,22.7%,6.2%,3.1%,1.2,18.9%,15.3%
2024 Wimbledon R128,W vs Gadecki,25,22,1.1,18.4%,16.2%,15,17,0.9,14.2%,16.0%,6.6%,6.6%,0.8,16.2%,21.3%
2024 Madrid R32,L vs Sabalenka,21,37,0.6,10.7%,18.8%,15,33,0.5,8.6%,18.9%,6.3%,2.3%,0.9,18.3%,19.3%
2024 Madrid R128,W vs Avanesyan,27,19,1.4,28.1%,19.8%,25,17,1.5,27.5%,18.7%,20.9%,5.5%,0.6,13.5%,24.0%
2023 US Open R128,L vs Lys,12,28,0.4,12.2%,28.6%,8,21,0.4,9.4%,24.7%,4.7%,4.7%,1.2,12.2%,10.2%
2022 San Diego R32,L vs Gauff,13,31,0.4,10.9%,26.1%,13,27,0.5,11.8%,24.5%,7.3%,4.5%,0.8,17.6%,21.0%
2020 US Open R128,L vs Putintseva,14,31,0.5,15.4%,34.1%,12,27,0.4,14.3%,32.1%,11.9%,2.4%,0.7,12.1%,16.5%
Career (13 matches),,232,369,0.6,14.3%,22.7%,174,312,0.6,12.2%,21.9%,7.6%,3.7%,0.7,13.1%,20.0%
