Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Indian Wells R64,L vs Kostyuk,76.1%,40.0%,0.0%,0/0,2.12,3.3%,69.0%,40.0%,0.0%,2.13,5.3%,88.2%,40.0%,0.0%,2.10,0.0%
2025 Indian Wells R128,W vs Niemeier,73.3%,54.5%,1.9%,0/2,2.25,25.5%,70.9%,48.7%,0.0%,2.30,35.7%,90.5%,60.5%,4.8%,2.20,13.0%
2025 Auckland SF,L vs Tauson,63.2%,50.0%,7.0%,1/3,2.58,25.0%,55.9%,42.1%,5.9%,2.62,41.4%,81.0%,58.8%,9.5%,2.52,0.0%
2025 Auckland QF,W vs Pera,57.8%,59.5%,6.3%,3/1,2.06,33.3%,55.3%,66.7%,5.3%,2.01,57.1%,76.2%,50.0%,9.5%,2.11,7.7%
2025 Auckland R16,W vs Hibino,75.9%,56.1%,1.9%,0/1,2.09,26.9%,82.1%,56.3%,0.0%,2.13,46.7%,75.0%,55.6%,8.3%,2.04,0.0%
2024 Auckland R32,W vs Hontama,71.6%,63.8%,2.5%,0/2,2.52,11.1%,75.0%,60.0%,1.7%,2.34,18.5%,81.3%,76.9%,6.3%,2.79,0.0%
2024 Madrid R32,L vs Sabalenka,66.3%,41.8%,7.9%,5/3,2.63,1.5%,69.4%,42.0%,1.4%,2.74,0.0%,68.0%,41.2%,28.0%,2.49,3.4%
2024 Madrid R128,W vs Avanesyan,81.0%,61.8%,2.4%,0/1,2.12,0.0%,79.2%,68.4%,4.2%,2.16,0.0%,83.3%,53.3%,0.0%,2.03,0.0%
2022 San Diego R32,L vs Gauff,64.3%,47.2%,3.6%,0/2,2.28,4.0%,62.2%,39.1%,5.4%,2.30,6.5%,72.2%,61.5%,0.0%,2.24,0.0%
Career (9 matches),,69.5%,52.7%,4.0%,37.5%,2.34,13.1%,69.1%,51.1%,2.3%,2.36,19.8%,80.5%,55.6%,7.9%,2.33,3.2%
