Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,2,Hard,4,2,2,50.0%,2,2,0,100.0%,2023,2025,Q2,4,1.04,6.4%,8.4%,59.2%,70.1%,47.5%,60.9%,40.7%,62.1%,46.4%
Roland Garros,3,Clay,6,3,3,50.0%,1,1,0,100.0%,2023,2025,R64,6,1.03,5.0%,7.4%,65.0%,60.7%,44.4%,55.0%,46.2%,47.8%,50.0%
Wimbledon,3,Grass,10,7,3,70.0%,8,4,4,50.0%,2023,2025,R64,10,1.10,10.2%,4.4%,67.2%,70.1%,53.6%,64.7%,38.7%,60.7%,36.8%
US Open,4,Hard,4,0,4,0.0%,1,0,1,0.0%,2020,2024,R128,4,0.71,6.9%,6.5%,62.6%,54.9%,41.8%,50.0%,35.7%,54.8%,31.8%
Madrid,2,Clay,4,2,2,50.0%,1,1,0,100.0%,2024,2025,R32,4,0.97,6.7%,5.1%,63.8%,68.3%,48.7%,61.2%,37.8%,59.3%,50.0%
Charleston,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2023,2025,R32,3,0.94,7.3%,6.2%,65.3%,61.1%,41.8%,54.4%,43.0%,60.0%,57.1%
Miami,5,Hard,7,2,5,28.6%,2,0,2,0.0%,2021,2025,R64,7,0.89,9.0%,9.9%,57.9%,71.0%,45.8%,60.4%,35.2%,58.3%,37.8%
Indian Wells,4,Hard,7,3,4,42.9%,1,0,1,0.0%,2022,2025,R64,7,0.90,5.2%,9.9%,58.6%,65.4%,37.5%,53.9%,41.4%,38.5%,35.7%
Buenos Aires 125,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2023,2024,R16,3,0.92,5.0%,8.9%,60.7%,58.2%,38.2%,50.4%,45.7%,63.0%,53.6%
Cincinnati,2,Hard,4,2,2,50.0%,0,0,0,-,2020,2024,R64,4,1.01,9.5%,10.7%,65.9%,70.8%,32.4%,57.7%,42.5%,67.4%,40.5%
