Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Olomouc R32,W vs Strakhova,1.05,1.07,55.2,2.0,-,38.5%,-,45.7%,59.1%,59.0%
2019 W15 Le Havre R16,L vs Morderger,0.97,0.77,47.7,2.1,0.0%,35.5%,0.0%,41.4%,48.3%,50.0%
2019 W15 Le Havre R32,W vs Nicault,1.09,1.37,48.5,2.0,3.1%,56.3%,3.6%,53.6%,61.8%,51.5%
2019 W15 Gonesse R16,L vs Heise,0.74,0.59,33.6,2.1,0.0%,44.1%,0.0%,56.3%,36.7%,44.4%
2019 W15 Gonesse R32,W vs Le Bihan,1.08,1.64,40.2,2.0,3.7%,66.7%,0.0%,57.7%,57.1%,57.7%
2019 W15 Amiens SF,L vs Masarova,1.02,0.73,58.2,2.2,3.1%,50.0%,0.0%,51.6%,45.5%,25.0%
2019 W15 Amiens QF,W vs Rame,1.11,1.13,76.9,18.1,0.0%,44.1%,6.2%,61.5%,45.5%,51.9%
2019 W15 Antalya R16,W vs Miklova,1.14,1.73,38.0,2.3,6.9%,62.1%,0.0%,70.8%,55.9%,46.9%
2019 W15 Antalya R32,W vs Bejenaru,1.08,1.57,42.4,3.3,0.0%,58.6%,0.0%,60.9%,55.6%,61.5%
2019 W15 Antalya R16,W vs Aikawa,1.07,1.27,55.9,2.3,0.0%,43.8%,0.0%,56.3%,55.9%,62.5%
2018 Hammamet $15K R16,L vs Morderger,1.51,1.79,38.4,2.0,0.0%,53.8%,0.0%,68.2%,50.0%,43.5%
2017 Heraklion $15K R16,L vs Rosca,1.00,0.93,82.4,3.8,0.0%,50.0%,0.0%,53.3%,44.4%,44.9%
2017 Heraklion $15K F,W vs Detiuc,0.91,1.39,46.7,2.0,3.7%,59.3%,0.0%,65.4%,54.1%,60.6%
2017 Heraklion $15K SF,W vs Gaspar,0.98,1.25,62.9,2.1,2.9%,55.9%,0.0%,60.0%,50.0%,57.9%
2017 Heraklion $15K QF,W vs Grimm,0.89,2.36,34.4,2.0,0.0%,66.7%,6.7%,86.7%,64.0%,65.2%
2017 Heraklion $15K R16,W vs Gillan,1.35,3.71,27.8,2.0,0.0%,77.8%,0.0%,66.7%,66.7%,85.7%
2017 Heraklion $15K R32,W vs Davidescu,0.97,1.79,43.8,2.1,0.0%,78.3%,0.0%,60.0%,58.6%,53.6%
2017 Heraklion $15K R32,W vs Greiner,1.45,2.75,27.6,2.0,0.0%,59.1%,0.0%,76.2%,66.7%,55.6%
2017 Santa Margherita Di Pula $25K R16,L vs Gatto Monticone,0.94,0.73,50.6,2.7,0.0%,38.5%,2.9%,58.8%,46.4%,31.8%
2017 Santa Margherita Di Pula $25K R32,L vs Wagner,0.97,0.68,44.4,2.3,3.4%,37.9%,3.7%,40.7%,38.5%,47.8%
2019 (10 matches),,1.04,1.12,52.5,2.4,1.4%,48.7%,1.5%,55.7%,52.0%,51.1%
2018 (1 matches),,1.51,1.79,38.4,2.0,0.0%,53.8%,0.0%,68.2%,50.0%,43.5%
2017 (44 matches),,1.02,1.15,54.1,2.4,1.3%,54.8%,1.2%,56.3%,50.4%,49.5%
2016 (23 matches),,1.00,1.08,55.9,2.7,3.5%,53.8%,2.3%,53.7%,48.8%,50.5%
2014 (10 matches),,1.05,1.06,62.4,2.6,0.8%,52.8%,2.3%,57.4%,43.5%,47.5%
Career (103 matches),,1.03,1.11,55.6,2.5,1.9%,53.3%,1.5%,55.5%,49.5%,48.8%
