Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2025,5,1,4,20.0%,1-9,10.0%,31-59,34.4%,0-1,0.0%,5,43.8%,28.6%,2.5%,6.7%,51.6%,59.9%,36.8%,48.7%,41.3%,44.8%,0.80,R16 (W15 Wanferc̩e-Baulet)
2024,11,1,10,9.1%,5-20,20.0%,95-141,40.3%,0-3,0.0%,0,,,,,,,,,,,,R16 (W15 Brezice)
2023,6,0,6,0.0%,5-12,29.4%,66-96,40.7%,1-0,100.0%,0,,,,,,,,,,,,R32 (5x)
2022,11,2,9,18.2%,6-18,25.0%,89-132,40.3%,2-1,66.7%,0,,,,,,,,,,,,R16 (2x)
2021,11,3,8,27.3%,9-16,36.0%,101-124,44.9%,1-1,50.0%,0,,,,,,,,,,,,QF (W25 Braunschweig)
2019,32,20,12,62.5%,37-27,57.8%,319-268,54.3%,3-6,33.3%,0,,,,,,,,,,,,W (W15 Solarino)
2018,40,21,19,52.5%,48-41,53.9%,420-379,52.6%,3-3,50.0%,0,,,,,,,,,,,,SF (3x)
2017,76,50,26,65.8%,101-58,63.5%,800-607,56.9%,5-5,50.0%,0,,,,,,,,,,,,W (Heraklion $15K)
2016,49,29,20,59.2%,65-40,61.9%,514-402,56.1%,4-4,50.0%,0,,,,,,,,,,,,W (2x)
2015,22,13,9,59.1%,30-21,58.8%,258-201,56.2%,1-2,33.3%,0,,,,,,,,,,,,F (Heraklion $10K)
2014,31,17,14,54.8%,39-31,55.7%,345-325,51.5%,9-4,69.2%,0,,,,,,,,,,,,F (2x)
2013,41,26,15,63.4%,56-37,60.2%,463-383,54.7%,4-5,44.4%,0,,,,,,,,,,,,W (Enschede 10K)
2012,4,1,3,25.0%,3-6,33.3%,41-47,46.6%,0-2,0.0%,0,,,,,,,,,,,,R16 (Enschede 10K)
2011,2,0,2,0.0%,0-4,0.0%,13-25,34.2%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,341,184,157,54.0%,405-340,54.4%,3555-3189,52.7%,33-37,47.1%,5,43.8%,28.6%,2.5%,6.7%,51.6%,59.9%,36.8%,48.7%,41.3%,44.8%,0.80,
