Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W25 Olomouc R32,W vs Strakhova,71% (10/14),80% (8/10),2/5,57% (8/14),13% (1/8),3/6,0/1,1/2,0/1,0/0
2019 W15 Le Havre R16,L vs Morderger,50% (5/10),100% (5/5),5/6,78% (7/9),0% (0/7),0/5,0/0,1/2,0/0,1/1
2019 W15 Le Havre R32,W vs Nicault,67% (6/9),100% (6/6),1/3,44% (4/9),25% (1/4),3/4,0/1,0/0,0/1,0/0
2019 W15 Gonesse R16,L vs Heise,33% (3/9),67% (2/3),1/5,56% (5/9),0% (0/5),2/2,0/0,3/3,0/0,1/1
2019 W15 Gonesse R32,W vs Le Bihan,75% (6/8),100% (6/6),1/1,29% (2/7),50% (1/2),4/5,1/1,0/0,0/0,0/0
2019 W15 Amiens SF,L vs Masarova,33% (3/9),33% (1/3),0/4,44% (4/9),0% (0/4),1/1,0/0,0/0,0/0,0/0
2019 W15 Amiens QF,W vs Rame,64% (9/14),67% (6/9),2/5,87% (13/15),54% (7/13),4/5,1/1,0/1,1/1,0/0
2019 W15 Antalya R16,W vs Miklova,88% (7/8),57% (4/7),0/1,22% (2/9),50% (1/2),3/4,2/2,0/0,1/1,0/0
2019 W15 Antalya R32,W vs Bejenaru,78% (7/9),86% (6/7),2/3,44% (4/9),25% (1/4),2/4,0/1,0/0,0/1,0/0
2019 W15 Antalya R16,W vs Aikawa,89% (8/9),88% (7/8),3/4,44% (4/9),0% (0/4),1/5,0/1,0/0,0/0,0/0
2018 Hammamet $15K R16,L vs Morderger,56% (5/9),100% (5/5),2/2,22% (2/9),0% (0/2),2/4,1/1,0/0,0/0,0/0
2017 Heraklion $15K R16,L vs Rosca,47% (8/17),100% (8/8),3/8,53% (9/17),11% (1/9),2/6,0/2,1/1,0/0,1/1
2017 Heraklion $15K F,W vs Detiuc,70% (7/10),100% (7/7),1/4,40% (4/10),0% (0/4),1/5,0/1,0/0,0/0,0/0
2017 Heraklion $15K SF,W vs Gaspar,78% (7/9),86% (6/7),2/3,40% (4/10),25% (1/4),4/6,2/3,0/0,1/2,0/0
2017 Heraklion $15K QF,W vs Grimm,86% (6/7),100% (6/6),1/1,14% (1/7),0% (0/1),4/5,1/1,0/0,0/0,0/0
2017 Heraklion $15K R16,W vs Gillan,100% (6/6),100% (6/6),0/0,0% (0/6),- (0/0),4/4,0/0,0/0,0/0,0/0
2017 Heraklion $15K R32,W vs Davidescu,78% (7/9),71% (5/7),1/1,13% (1/8),0% (0/1),3/3,0/0,0/0,0/0,0/0
2017 Heraklion $15K R32,W vs Greiner,71% (5/7),100% (5/5),0/1,13% (1/8),0% (0/1),5/5,2/3,0/0,1/1,0/0
2017 Santa Margherita Di Pula $25K R16,L vs Gatto Monticone,30% (3/10),100% (3/3),0/5,55% (6/11),0% (0/6),0/3,0/0,1/2,0/0,0/1
2017 Santa Margherita Di Pula $25K R32,L vs Wagner,50% (4/8),75% (3/4),1/6,89% (8/9),13% (1/8),1/3,0/0,0/1,0/0,0/1
2019 (10 matches),,64.6%,79.7%,45.9%,53.5%,22.6%,56.1%,50.0%,62.5%,40.0%,100.0%
2018 (1 matches),,55.6%,100.0%,100.0%,22.2%,0.0%,50.0%,100.0%,-,-,-
2017 (44 matches),,59.1%,85.0%,43.9%,48.3%,21.1%,58.4%,67.4%,50.0%,78.9%,61.5%
2016 (23 matches),,57.2%,86.7%,49.5%,51.7%,18.5%,60.0%,72.7%,60.0%,85.7%,66.7%
2014 (10 matches),,47.1%,83.3%,43.2%,52.4%,27.8%,72.2%,55.6%,71.4%,40.0%,75.0%
Career (103 matches),,57.2%,84.6%,46.3%,50.6%,21.5%,59.8%,67.7%,53.2%,72.7%,57.9%
