Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2013 Australian Open R64,L vs Azarenka,0.0%,-,3.9%,100.0%,9.4%,15.4%,25.0%,2.4%,0.0%,1.1%,0.0%,-62,-55
Career (1 matches),,0.0%,-,3.9%,100.0%,9.4%,15.4%,25.0%,2.4%,0.0%,1.1%,0.0%,-62,-55
