Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,15,7,8,46.7%,15-15,50.0%,122-132,48.0%,1-0,100.0%,0,,,,,,,,,,,,SF (Solarino $15K)
2017,13,3,10,23.1%,9-19,32.1%,99-138,41.8%,1-2,33.3%,0,,,,,,,,,,,,R16 (3x)
2016,23,8,15,34.8%,19-29,39.6%,193-234,45.2%,2-1,66.7%,0,,,,,,,,,,,,SF (Schio $10K)
2015,24,10,14,41.7%,22-27,44.9%,220-232,48.7%,1-4,20.0%,0,,,,,,,,,,,,SF (Duino Aurisina $10K)
2014,10,4,6,40.0%,10-15,40.0%,94-120,43.9%,0-1,0.0%,0,,,,,,,,,,,,QF (Nottingham 75K)
2013,12,5,7,41.7%,13-16,44.8%,134-142,48.6%,1-1,50.0%,0,,,,,,,,,,,,QF (Nottingham 75K)
2012,11,6,5,54.5%,16-14,53.3%,157-140,52.9%,2-5,28.6%,0,,,,,,,,,,,,F (Barnstaple 75K)
2011,15,13,2,86.7%,27-8,77.1%,189-128,59.6%,1-1,50.0%,0,,,,,,,,,,,,W (2x)
2010,13,8,5,61.5%,17-13,56.7%,131-127,50.8%,0-0,-,0,,,,,,,,,,,,W (Athens 50K)
2009,32,17,15,53.1%,35-31,53.0%,296-293,50.3%,4-2,66.7%,0,,,,,,,,,,,,F (3x)
2008,6,0,6,0.0%,2-12,14.3%,38-82,31.7%,0-1,0.0%,0,,,,,,,,,,,,R32 (6x)
2001,26,19,7,73.1%,38-20,65.5%,305-241,55.9%,3-2,60.0%,0,,,,,,,,,,,,W (2x)
2000,21,13,8,61.9%,16-10,61.5%,125-96,56.6%,0-0,-,0,,,,,,,,,,,,W (Kastoria 10K)
1999,12,10,2,83.3%,20-4,83.3%,134-76,63.8%,1-0,100.0%,0,,,,,,,,,,,,W (Thessaloniki 25K)
1998,29,25,4,86.2%,45-10,81.8%,294-166,63.9%,5-1,83.3%,0,,,,,,,,,,,,W (4x)
1997,7,5,2,71.4%,9-6,60.0%,68-59,53.5%,2-0,100.0%,0,,,,,,,,,,,,SF (Thessaloniki 10K)
1996,5,4,1,80.0%,8-2,80.0%,53-28,65.4%,0-1,0.0%,0,,,,,,,,,,,,F (Thessaloniki 10K)
Career,274,157,117,57.3%,321-251,56.1%,2652-2434,52.1%,24-22,52.2%,0,,,,,,,,,,,,
