Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2013 Australian Open R64,L vs Azarenka,5.3,5.0,5.5,32.1%,28.6%,36.8%,25.0%,38.3%,58.3%,2.5,3.9,-3.0,-6.8
Career (1 matches),,5.3,5.0,5.5,32.1%,28.6%,36.8%,25.0%,38.3%,58.3%,2.5,3.9,-3.0,-6.8
