Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
10,Todd Martin [USA],2,8,20.0%,5,2,3,40.0%,1991,2001,9,0.79,2.4%,6.0%,59.7%,65.4%,44.0%,56.8%,34.0%,44.4%,35.7%
9,Marcelo Rios [CHI],3,6,33.3%,8,6,2,75.0%,1995,2001,8,0.89,5.0%,3.8%,58.1%,69.0%,46.9%,59.8%,35.7%,58.0%,39.2%
9,Gianluca Pozzi [ITA],7,2,77.8%,3,2,1,66.7%,1992,2000,8,1.28,3.5%,4.1%,62.6%,65.9%,56.5%,62.4%,48.2%,47.5%,52.7%
8,Goran Ivanisevic [CRO],2,6,25.0%,2,1,1,50.0%,1993,1999,6,0.80,6.0%,2.7%,63.4%,59.7%,56.6%,58.6%,33.0%,45.5%,25.9%
8,Thomas Enqvist [SWE],3,5,37.5%,4,1,3,25.0%,1993,1999,8,0.78,4.7%,2.9%,62.6%,67.1%,42.7%,58.0%,32.9%,59.2%,42.4%
7,Tim Henman [GBR],2,5,28.6%,1,0,1,0.0%,1996,2000,7,0.91,2.1%,3.0%,62.4%,65.4%,52.6%,60.6%,36.0%,67.7%,28.8%
7,Yevgeny Kafelnikov [RUS],0,7,0.0%,4,1,3,25.0%,1995,1999,6,0.73,6.3%,3.4%,57.9%,63.3%,47.3%,56.6%,31.6%,59.2%,25.9%
7,Martin Damm Sr [CZE],5,2,71.4%,1,1,0,100.0%,1993,1999,7,1.10,5.4%,3.5%,58.4%,68.6%,54.5%,62.7%,41.0%,60.9%,44.9%
7,Kenneth Carlsen [DEN],3,4,42.9%,0,0,0,-,1991,1998,5,0.69,3.0%,5.3%,64.4%,56.7%,47.5%,53.4%,32.3%,56.8%,44.4%
6,Pete Sampras [USA],0,6,0.0%,1,0,1,0.0%,1993,2002,6,0.49,3.2%,3.0%,59.3%,59.8%,40.2%,51.8%,23.4%,47.5%,26.7%
6,Michael Chang [USA],1,5,16.7%,2,0,2,0.0%,1995,2001,6,0.94,4.4%,3.0%,58.3%,62.5%,48.1%,56.5%,40.9%,40.9%,44.0%
6,Mark Philippoussis [AUS],1,5,16.7%,3,1,2,33.3%,1995,2000,4,0.78,5.0%,4.3%,57.0%,70.7%,46.8%,60.5%,30.9%,52.0%,5.6%
6,Jason Stoltenberg [AUS],2,4,33.3%,1,1,0,100.0%,1993,1999,5,0.89,2.2%,2.7%,64.9%,61.6%,55.6%,59.5%,36.1%,64.6%,30.6%
6,Mark Woodforde [AUS],3,3,50.0%,2,0,2,0.0%,1991,1997,5,0.87,4.9%,4.0%,56.6%,66.3%,49.3%,59.0%,35.8%,64.1%,26.3%
6,Jim Courier [USA],0,6,0.0%,3,1,2,33.3%,1991,1996,5,0.65,3.6%,3.6%,58.0%,61.0%,46.1%,54.8%,29.4%,45.9%,13.8%
