Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,19,8,11,42.1%,7,2,5,28.6%,1992,2002,R16,19,0.98,2.9%,3.2%,67.5%,66.1%,46.5%,59.7%,39.6%,54.6%,41.8%
Roland Garros,9,Clay,14,5,9,35.7%,7,3,4,42.9%,1992,2001,R32,12,0.89,4.4%,2.4%,59.7%,66.3%,44.9%,57.7%,37.9%,55.5%,33.8%
Wimbledon,10,Grass,24,14,10,58.3%,8,5,3,62.5%,1992,2001,QF,23,1.06,4.4%,4.3%,60.6%,71.5%,47.0%,61.8%,40.4%,57.6%,41.7%
US Open,10,Hard,23,13,10,56.5%,14,6,8,42.9%,1992,2001,QF,20,0.98,3.4%,2.5%,61.6%,68.3%,49.7%,61.2%,38.0%,64.2%,40.4%
Olympics,1,,2,1,1,50.0%,0,0,0,-,1996,1996,R32,0,,,,,,,,,,
Davis Cup,15,,59,39,20,66.1%,24,11,13,45.8%,1987,2002,,0,,,,,,,,,,
Queen's Club,10,Grass,26,16,10,61.5%,7,5,2,71.4%,1991,2001,SF,25,1.02,4.3%,5.3%,56.6%,65.6%,49.8%,58.7%,42.2%,56.1%,50.6%
Miami Masters,9,Hard,18,9,9,50.0%,9,4,5,44.4%,1993,2001,R16,18,0.95,3.3%,4.0%,59.3%,67.9%,46.3%,59.1%,38.8%,59.6%,36.1%
Washington,8,Hard,19,11,8,57.9%,3,1,2,33.3%,1993,2001,SF,19,1.02,4.5%,3.4%,56.7%,68.6%,51.5%,61.2%,39.6%,60.5%,47.5%
Canada Masters,8,Hard,11,3,8,27.3%,4,1,3,25.0%,1993,2001,R32,11,0.89,3.5%,3.8%,61.9%,63.4%,51.8%,59.0%,36.6%,55.1%,37.7%
Indian Wells Masters,7,Hard,15,8,7,53.3%,4,3,1,75.0%,1991,2001,QF,15,1.03,4.9%,2.0%,60.3%,69.7%,50.4%,62.0%,39.1%,57.6%,37.9%
Nottingham,6,Grass,19,13,6,68.4%,8,4,4,50.0%,1995,2001,F,19,1.17,5.0%,3.5%,59.9%,71.6%,54.4%,64.7%,41.1%,56.8%,40.7%
