Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,320,169,151,52.8%,420-388,52.0%,3930-3762,51.1%,51-67,43.2%,270,74.4%,26.2%,4.2%,3.1%,61.1%,67.3%,50.9%,60.9%,39.3%,50.1%,1.00
Clay,44,17,27,38.6%,51-76,40.2%,549-642,46.1%,7-7,50.0%,32,65.6%,24.5%,3.8%,3.0%,61.1%,64.2%,47.0%,57.5%,38.6%,48.0%,0.91
Grass,90,55,35,61.1%,138-104,57.0%,1219-1098,52.6%,17-14,54.8%,86,76.0%,29.4%,4.6%,4.8%,58.8%,69.7%,49.3%,61.3%,41.1%,51.0%,1.06
Carpet,75,38,37,50.7%,89-90,49.7%,846-866,49.4%,24-12,66.7%,63,76.3%,21.5%,5.5%,3.2%,59.3%,68.8%,52.5%,62.2%,37.8%,49.8%,1.00
Grand Slams,77,38,39,49.4%,129-139,48.1%,1272-1296,49.5%,16-20,44.4%,74,74.3%,26.2%,3.7%,3.2%,62.4%,68.4%,47.3%,60.4%,39.1%,49.4%,0.99
Masters,67,25,42,37.3%,60-92,39.5%,675-782,46.3%,11-16,40.7%,66,70.6%,22.6%,4.0%,3.1%,60.5%,66.5%,49.1%,59.6%,38.1%,48.8%,0.94
Other Tours,326,177,149,54.3%,388-348,52.7%,3563-3435,50.9%,61-51,54.5%,311,75.1%,26.8%,4.8%,3.6%,59.6%,67.7%,51.8%,61.3%,39.8%,50.6%,1.03
Best of 5,128,70,58,54.7%,236-213,52.6%,2198-2074,51.5%,27-31,46.6%,74,74.3%,26.2%,3.7%,3.2%,62.4%,68.4%,47.3%,60.4%,39.1%,49.4%,0.99
Best of 3,401,209,192,52.1%,462-445,50.9%,4346-4294,50.3%,72-69,51.1%,377,74.3%,26.1%,4.6%,3.5%,59.8%,67.5%,51.4%,61.0%,39.5%,50.3%,1.01
Finals,10,2,8,20.0%,6-17,26.1%,91-126,41.9%,1-4,20.0%,10,65.1%,19.8%,3.7%,2.6%,61.0%,63.3%,47.9%,57.3%,36.8%,46.9%,0.86
Semi-finals,20,10,10,50.0%,22-21,51.2%,211-212,49.9%,4-4,50.0%,20,71.2%,28.5%,5.1%,3.1%,61.0%,66.6%,49.9%,60.1%,39.8%,50.2%,1.00
Quarter-finals,43,20,23,46.5%,46-50,47.9%,439-464,48.6%,4-9,30.8%,40,74.0%,26.0%,4.4%,3.6%,61.0%,66.6%,50.5%,60.3%,39.3%,49.7%,0.99
vs Righties,433,230,203,53.1%,578-536,51.9%,5395-5204,50.9%,82-83,49.7%,367,74.5%,26.2%,4.4%,3.5%,60.3%,67.9%,50.2%,60.9%,39.5%,50.1%,1.01
vs Lefties,91,45,46,49.5%,108-119,47.6%,1062-1114,48.8%,17-16,51.5%,82,73.5%,25.5%,4.8%,3.4%,60.7%,66.9%,51.2%,60.7%,38.9%,49.9%,0.99
vs Top 10,60,12,48,20.0%,39-120,24.5%,613-897,40.6%,13-16,44.8%,49,66.2%,14.1%,3.4%,3.6%,60.3%,64.0%,46.6%,57.1%,33.1%,45.2%,0.77
