Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 US Open R128,L vs Shibahara,36,41,0.9,14.2%,16.2%,35,30,1.2,15.7%,13.5%,9.0%,0.9%,1.3,22.5%,17.0%
2024 Wimbledon R64,L vs Kostyuk,24,45,0.5,10.0%,18.8%,24,36,0.7,11.3%,17.0%,9.0%,2.4%,0.6,15.4%,23.8%
2024 Wimbledon R128,W vs Stearns,20,14,1.4,15.7%,11.0%,17,11,1.5,14.2%,9.2%,10.0%,4.2%,0.9,16.5%,18.9%
2024 Charleston R32,L vs Svitolina,16,27,0.6,13.4%,22.7%,14,24,0.6,12.5%,21.4%,9.8%,1.8%,0.9,21.0%,24.4%
2024 San Diego QF,L vs Navarro,13,34,0.4,12.1%,31.8%,12,27,0.4,12.1%,27.3%,9.1%,3.0%,0.6,14.0%,24.3%
2023 US Open R64,L vs Swiatek,13,17,0.8,11.6%,15.2%,11,10,1.1,11.1%,10.1%,7.1%,4.0%,1.0,20.5%,20.5%
2023 US Open R128,W vs Ngounoue,16,11,1.5,17.0%,11.7%,15,7,2.1,17.2%,8.0%,12.6%,3.4%,0.4,13.8%,30.9%
2023 Wimbledon R128,L vs Boulter,10,15,0.7,7.4%,11.0%,8,14,0.6,6.4%,11.2%,6.4%,0.0%,1.7,29.4%,16.9%
2022 US Open R128,L vs Ruse,6,13,0.5,8.7%,18.8%,5,11,0.5,8.1%,17.7%,4.8%,1.6%,0.3,11.6%,37.7%
2022 Granby F,L vs Kasatkina,18,30,0.6,13.6%,22.7%,17,24,0.7,14.2%,20.0%,7.5%,6.7%,0.7,13.6%,18.9%
2022 Wimbledon R128,L vs Tomova,54,55,1.0,22.7%,23.1%,46,49,0.9,21.0%,22.4%,16.4%,4.1%,0.8,10.9%,14.3%
2022 Roland Garros R32,L vs Trevisan,16,24,0.7,14.4%,21.6%,15,17,0.9,14.9%,16.8%,9.9%,5.0%,1.3,18.0%,13.5%
2022 Miami R16,W vs Bronzetti,36,44,0.8,16.5%,20.2%,32,38,0.8,15.5%,18.4%,11.7%,3.9%,1.0,14.2%,14.7%
2022 Indian Wells R64,W vs Jabeur,13,31,0.4,5.9%,14.0%,13,28,0.5,6.2%,13.3%,5.2%,1.0%,0.6,19.4%,31.5%
2022 Indian Wells R128,W vs Zhang,14,20,0.7,10.9%,15.6%,13,17,0.8,10.8%,14.2%,8.3%,2.5%,0.6,22.7%,36.7%
2022 Adelaide 1 R32,L vs Swiatek,14,26,0.5,13.9%,25.7%,14,18,0.8,15.2%,19.6%,12.0%,3.3%,0.9,16.8%,17.8%
2021 Australian Open R64,L vs Barty,8,23,0.3,6.0%,17.3%,8,23,0.3,7.1%,20.5%,,,0.5,9.8%,21.1%
2021 Australian Open R128,W vs Sorribes Tormo,30,31,1.0,25.4%,26.3%,30,31,1.0,27.3%,28.2%,,,0.8,6.8%,8.5%
2020 Roland Garros R64,L vs Bouchard,37,23,1.6,18.0%,11.2%,37,23,1.6,19.2%,11.9%,,,1.2,18.9%,16.0%
2020 Roland Garros R128,W vs Yastremska,8,12,0.7,6.3%,9.5%,8,12,0.7,6.8%,10.2%,,,0.4,11.1%,28.6%
Career (70 matches),,1453,2050,0.7,13.8%,19.5%,1314,1708,0.8,13.8%,17.9%,9.2%,3.1%,0.8,16.3%,21.0%
