Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Charleston R32,L vs Svitolina,0.0%,-,9.2%,72.7%,9.0%,11.8%,11.1%,0.0%,0.0%,4.1%,33.3%,-49,-45
2024 San Diego QF,L vs Navarro,0.0%,-,6.5%,85.7%,7.6%,14.3%,0.0%,0.9%,0.0%,1.1%,0.0%,-114,-89
2023 US Open R64,L vs Swiatek,0.0%,-,4.5%,100.0%,9.2%,4.5%,0.0%,23.1%,0.0%,2.8%,16.7%,-84,-56
2022 Granby F,L vs Kasatkina,1.3%,0.0%,9.4%,69.2%,8.2%,11.6%,7.9%,1.0%,20.0%,3.7%,40.0%,-87,-82
2022 Roland Garros R32,L vs Trevisan,0.0%,-,9.9%,81.8%,16.0%,19.2%,19.0%,1.8%,0.0%,1.5%,25.0%,-60,-35
2022 Miami R16,W vs Bronzetti,0.0%,-,11.5%,72.0%,13.5%,22.8%,12.9%,6.8%,30.0%,1.4%,14.3%,-45,-17
2022 Indian Wells R64,W vs Jabeur,0.0%,-,5.4%,66.7%,10.6%,7.8%,25.0%,4.7%,22.2%,0.8%,0.0%,-103,-84
2022 Indian Wells R64,W vs Zhang,0.0%,-,3.9%,40.0%,9.2%,31.6%,0.0%,3.6%,50.0%,1.2%,0.0%,-113,-101
2022 Adelaide R32,L vs Swiatek,0.0%,-,6.7%,71.4%,11.6%,22.7%,0.0%,4.3%,18.2%,0.0%,-,-18,9
2019 Palermo R32,L vs Teichmann,0.0%,-,13.3%,54.5%,13.8%,11.6%,7.7%,3.6%,5.0%,1.3%,0.0%,-1,-4
2019 Wimbledon R128,L vs Svitolina,0.0%,-,11.7%,66.7%,16.7%,20.0%,100.0%,8.0%,10.0%,4.5%,28.6%,17,30
2019 Strasbourg R32,W vs Marcinkevica,0.0%,-,11.7%,65.2%,20.0%,29.3%,0.0%,8.3%,16.7%,3.4%,50.0%,-7,-15
2019 Fed Cup RR,L vs Collins,0.0%,-,7.9%,83.3%,8.5%,13.6%,0.0%,0.0%,0.0%,1.3%,0.0%,-122,-44
2018 New Haven R16,L vs Sabalenka,0.0%,-,3.8%,77.8%,19.1%,34.0%,0.0%,8.2%,23.1%,0.6%,50.0%,-23,-11
2017 Moscow R32,W vs Pliskova,0.0%,-,11.4%,83.3%,22.0%,25.8%,23.1%,14.3%,0.0%,4.1%,50.0%,37,40
2017 Hong Kong SF,W vs Brady,0.0%,-,2.5%,100.0%,17.7%,27.3%,0.0%,10.9%,27.3%,3.0%,42.9%,-59,-40
2017 Hong Kong QF,W vs Cabrera,0.0%,-,6.7%,69.2%,16.7%,19.6%,28.6%,8.3%,20.0%,2.1%,0.0%,-16,9
2016 Cincinnati R16,L vs Halep,0.0%,-,2.3%,100.0%,8.3%,5.0%,25.0%,1.9%,7.1%,1.1%,0.0%,-12,-14
2016 Montreal R32,L vs Halep,0.0%,-,7.1%,50.0%,9.0%,12.0%,0.0%,0.0%,0.0%,2.5%,60.0%,24,-6
2016 Montreal R64,W vs Beck,0.0%,-,1.7%,100.0%,15.5%,28.1%,0.0%,1.8%,9.1%,1.3%,0.0%,24,55
Career (36 matches),,0.2%,40.0%,7.9%,70.5%,13.5%,20.1%,10.6%,5.1%,16.4%,2.1%,30.3%,-26,-12
