Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,212,107,105,50.5%,238-243,49.5%,2270-2284,49.8%,25-22,53.2%,203,62.4%,37.8%,2.8%,7.2%,63.8%,61.7%,43.0%,54.9%,44.8%,49.9%,0.99
Clay,74,39,35,52.7%,91-84,52.0%,851-844,50.2%,14-9,60.9%,74,62.3%,37.5%,2.1%,6.5%,66.9%,61.1%,43.3%,55.2%,44.9%,50.0%,1.00
Grass,38,15,23,39.5%,38-51,42.7%,414-452,47.8%,4-11,26.7%,37,63.7%,32.1%,3.7%,7.4%,63.7%,63.8%,42.4%,56.0%,41.7%,48.8%,0.95
Grand Slams,57,22,35,38.6%,57-76,42.9%,628-658,48.8%,4-10,28.6%,57,61.1%,35.9%,2.7%,7.3%,63.8%,62.4%,41.3%,54.8%,44.1%,49.4%,0.97
Premiers,139,77,62,55.4%,173-152,53.2%,1577-1550,50.4%,21-14,60.0%,133,64.6%,36.9%,2.9%,6.5%,64.8%,62.2%,43.9%,55.7%,44.2%,50.1%,1.00
Internationals,81,43,38,53.1%,95-91,51.1%,902-869,50.9%,12-15,44.4%,78,63.5%,38.8%,3.0%,7.3%,65.4%,61.6%,43.6%,55.3%,45.5%,50.4%,1.02
Finals,5,1,4,20.0%,4-9,30.8%,57-72,44.2%,0-1,0.0%,5,54.0%,35.4%,4.1%,7.8%,61.8%,58.7%,38.6%,51.0%,43.4%,47.2%,0.89
Semi-finals,12,4,8,33.3%,12-16,42.9%,124-137,47.5%,0-0,-,12,61.5%,33.6%,2.6%,5.9%,66.0%,60.1%,47.7%,55.9%,43.5%,49.8%,0.99
Quarter-finals,24,12,12,50.0%,24-28,46.2%,238-248,49.0%,2-6,25.0%,22,60.4%,40.9%,2.9%,6.9%,65.2%,59.4%,42.2%,53.4%,45.1%,49.3%,0.97
vs Righties,289,144,145,49.8%,325-335,49.2%,3116-3165,49.6%,38-36,51.4%,281,62.2%,36.9%,2.7%,7.0%,64.7%,61.7%,43.0%,55.1%,44.4%,49.8%,0.99
vs Lefties,33,16,17,48.5%,39-40,49.4%,390-381,50.6%,4-6,40.0%,31,65.1%,39.3%,3.4%,7.4%,63.8%,62.6%,43.1%,55.6%,45.0%,50.4%,1.01
vs Top 10,46,13,33,28.3%,32-70,31.4%,403-559,41.9%,5-3,62.5%,43,55.0%,29.8%,2.6%,6.9%,64.8%,58.1%,41.0%,52.1%,40.7%,46.6%,0.85
