Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2022 Umag SF,L vs Sinner,25% (2/8),50% (1/2),1/4,75% (6/8),17% (1/6),0/1,0/0,1/2,0/0,0/1
2021 Kyiv CH F,W vs Baez,60% (6/10),83% (5/6),1/2,20% (2/10),0% (0/2),5/5,2/2,2/2,1/1,0/0
2019 Rome CH Q1,L vs Turchetti,45% (5/11),60% (3/5),1/5,70% (7/10),29% (2/7),3/3,0/0,1/1,0/0,0/0
2019 M15 Tabarka QF,L vs Egea,36% (5/14),80% (4/5),1/5,43% (6/14),0% (0/6),4/4,1/1,0/1,0/0,0/1
2019 M15 Tabarka R16,W vs Fattar,56% (5/9),100% (5/5),0/2,22% (2/9),0% (0/2),3/5,2/3,0/0,1/1,0/0
2019 M15 Tabarka R32,W vs Podzimek,100% (8/8),88% (7/8),2/2,29% (2/7),0% (0/2),4/5,0/0,0/0,0/0,0/0
2019 M15 Pinamar R16,L vs Tirante,0% (0/9),- (0/0),0/2,67% (6/9),50% (3/6),0/0,0/0,0/1,0/0,0/1
2019 M15 Pinamar R16,L vs Galarza,25% (2/8),50% (1/2),0/4,86% (6/7),17% (1/6),0/1,0/0,0/1,0/0,0/0
2019 M15 Pinamar R32,W vs Huertas Del Pino,50% (7/14),86% (6/7),1/3,50% (7/14),57% (4/7),4/4,0/0,0/0,0/0,0/0
2019 M15 Pinamar QF,L vs Martinez,67% (6/9),33% (2/6),1/4,78% (7/9),29% (2/7),0/2,0/0,0/1,0/0,0/1
2019 M15 Pinamar R16,W vs Ortiz,83% (5/6),100% (5/5),0/0,14% (1/7),100% (1/1),5/5,2/2,0/0,1/1,0/0
2019 M15 Pinamar R32,W vs Galarza,40% (6/15),83% (5/6),0/4,27% (4/15),0% (0/4),2/3,0/0,0/0,0/0,0/0
2016 Italy F9 R32,L vs Ruud,45% (5/11),60% (3/5),1/4,50% (5/10),20% (1/5),2/2,0/0,0/0,0/0,0/0
2016 Italy F8 QF,L vs Maden,13% (1/8),100% (1/1),1/5,75% (6/8),17% (1/6),0/1,0/0,2/2,0/0,1/1
2015 Corrientes CH R32,L vs Andreozzi,0% (0/8),- (0/0),0/3,50% (4/8),0% (0/4),0/0,0/0,1/2,0/0,0/1
2013 Brazil F18 R32,L vs Kicker,56% (5/9),20% (1/5),0/3,50% (5/10),20% (1/5),1/1,0/1,1/2,0/0,1/1
2022 (1 matches),,25.0%,50.0%,25.0%,75.0%,16.7%,0.0%,-,50.0%,-,0.0%
2021 (1 matches),,60.0%,83.3%,50.0%,20.0%,0.0%,100.0%,100.0%,100.0%,100.0%,-
2019 (10 matches),,47.6%,77.6%,19.4%,47.5%,27.1%,78.1%,83.3%,20.0%,100.0%,0.0%
2016 (2 matches),,31.6%,66.7%,22.2%,61.1%,18.2%,66.7%,-,100.0%,-,100.0%
2015 (1 matches),,0.0%,-,0.0%,50.0%,0.0%,-,-,50.0%,-,0.0%
Career (16 matches),,43.3%,72.1%,19.2%,49.0%,22.4%,78.6%,77.8%,53.3%,100.0%,28.6%
