Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2022 Umag SF,L vs Sinner,14.8%,21.3%,41.7%,20.0%,23.7%,34.2%,48.3%,32.1%,26.7%,43.5%,50.0%,0.0%,0.0%,31.6%,-118
2021 Kiev CH F,W vs Baez,18.5%,35.2%,60.5%,24.3%,27.3%,42.4%,62.5%,36.7%,47.1%,56.3%,100.0%,5.0%,25.0%,57.9%,-66
Career (2 matches),,16.5%,27.8%,50.5%,22.0%,25.4%,38.0%,54.7%,34.2%,37.5%,48.7%,62.5%,2.6%,12.8%,44.7%,-93
