Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,438,287,151,65.5%,623-350,64.0%,5030-3986,55.8%,52-44,54.2%,343,64.9%,37.7%,5.1%,6.0%,58.0%,67.8%,46.9%,59.0%,45.9%,52.4%,1.12
Clay,145,98,47,67.6%,212-118,64.2%,1699-1310,56.5%,13-13,50.0%,116,67.6%,39.7%,4.6%,5.2%,60.1%,65.8%,47.7%,58.6%,47.2%,52.8%,1.14
Grass,64,41,23,64.1%,89-54,62.2%,731-600,54.9%,11-5,68.8%,57,74.6%,32.8%,7.5%,4.9%,59.2%,71.9%,48.5%,62.4%,43.3%,52.6%,1.15
Carpet,10,8,2,80.0%,15-8,65.2%,120-86,58.3%,0-0,-,7,-,-,9.9%,5.5%,61.9%,74.6%,48.5%,64.7%,41.8%,53.5%,1.18
Grand Slams,154,107,47,69.5%,228-120,65.5%,1797-1362,56.9%,14-9,60.9%,140,70.9%,37.3%,5.3%,5.5%,58.1%,68.4%,47.9%,59.8%,46.2%,52.9%,1.15
Premiers,297,188,109,63.3%,411-250,62.2%,3383-2763,55.0%,34-35,49.3%,245,62.2%,38.7%,5.2%,5.6%,59.0%,66.9%,47.1%,58.8%,45.7%,52.3%,1.11
Internationals,75,50,25,66.7%,109-59,64.9%,872-687,55.9%,11-6,64.7%,56,75.0%,38.5%,6.2%,6.2%,59.8%,70.6%,46.0%,60.7%,46.3%,53.6%,1.18
Finals,23,15,8,65.2%,32-19,62.7%,260-218,54.4%,4-2,66.7%,19,-,-,5.1%,4.4%,62.2%,66.5%,45.3%,58.5%,44.8%,51.5%,1.08
Semi-finals,48,23,25,47.9%,53-53,50.0%,501-507,49.7%,5-2,71.4%,40,64.5%,12.5%,5.2%,5.2%,60.3%,67.1%,45.7%,58.6%,42.1%,50.3%,1.02
Quarter-finals,80,45,35,56.3%,97-80,54.8%,872-792,52.4%,4-11,26.7%,61,67.5%,37.3%,4.8%,5.4%,58.7%,67.5%,45.0%,58.2%,44.6%,51.4%,1.07
vs Righties,591,389,202,65.8%,844-474,64.0%,6785-5350,55.9%,69-52,57.0%,477,66.3%,38.5%,5.3%,5.7%,58.8%,67.6%,47.4%,59.3%,45.9%,52.6%,1.13
vs Lefties,65,44,21,67.7%,93-55,62.8%,780-621,55.7%,7-10,41.2%,46,72.5%,30.0%,4.8%,6.3%,57.0%,70.7%,45.7%,59.9%,45.5%,52.5%,1.13
vs Top 10,120,49,71,40.8%,116-154,43.0%,1206-1350,47.2%,14-13,51.9%,96,65.8%,40.5%,4.4%,5.5%,58.6%,64.8%,43.1%,55.8%,42.7%,49.3%,0.97
