Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2016 Roland Garros R64,W vs Nara,84.3%,57.6%,2.9%,0/2,2.37,0.0%,85.7%,57.1%,2.0%,2.45,0.0%,81.0%,58.8%,4.8%,2.27,0.0%
2016 Dubai R16,W vs Halep,78.7%,57.6%,2.7%,0/2,2.48,9.5%,79.6%,51.3%,2.0%,2.34,15.0%,95.2%,70.0%,4.8%,2.73,0.0%
2016 St Petersburg R16,W vs Gasparyan,68.7%,60.9%,9.0%,4/2,2.31,16.3%,63.4%,57.7%,2.4%,2.28,35.0%,90.9%,65.0%,22.7%,2.34,0.0%
2016 Australian Open R64,W vs Sevastova,74.5%,50.0%,0.0%,0/0,2.29,6.7%,77.3%,47.1%,0.0%,2.30,9.5%,87.5%,52.4%,0.0%,2.27,0.0%
2015 Beijing R32,W vs Williams,69.5%,63.2%,3.7%,3/0,2.33,3.4%,63.8%,56.7%,0.0%,2.24,7.7%,84.4%,70.4%,9.4%,2.41,0.0%
2015 US Open R128,L vs Cibulkova,75.0%,51.5%,15.9%,7/7,2.62,7.5%,84.6%,43.2%,17.3%,2.63,14.8%,75.9%,68.2%,17.2%,2.60,0.0%
2015 Cincinnati QF,L vs Williams,56.3%,63.3%,12.6%,7/4,2.44,0.0%,53.7%,50.0%,14.6%,2.51,0.0%,73.0%,74.1%,13.5%,2.33,0.0%
2015 Wimbledon R128,W vs Xu,89.7%,65.4%,1.7%,1/0,-,11.1%,95.7%,65.9%,0.0%,-,11.8%,80.0%,62.5%,10.0%,-,10.0%
2015 Birmingham R32,L vs Larcher De Brito,77.0%,43.3%,8.0%,2/5,2.48,0.0%,80.0%,52.1%,6.7%,2.50,0.0%,76.0%,21.1%,12.0%,2.44,0.0%
2015 Roland Garros SF,L vs Safarova,64.6%,46.9%,6.1%,1/5,2.50,2.3%,73.0%,43.5%,4.8%,2.56,4.0%,66.7%,55.6%,11.1%,2.42,0.0%
2015 Roland Garros QF,W vs Svitolina,81.1%,62.8%,3.8%,2/0,2.09,7.7%,77.1%,66.7%,0.0%,1.85,13.8%,88.9%,56.3%,11.1%,2.39,0.0%
2015 Roland Garros R32,W vs Vekic,62.5%,68.0%,12.5%,5/0,2.61,0.0%,69.2%,66.7%,7.7%,2.55,0.0%,77.8%,71.4%,33.3%,2.76,0.0%
2015 Rome Masters R32,L vs Saville,77.8%,51.6%,7.7%,5/4,2.07,9.3%,75.3%,44.8%,5.2%,2.14,11.3%,97.1%,63.6%,14.7%,1.94,5.4%
2015 Stuttgart R32,L vs Garcia,61.9%,46.2%,12.7%,4/4,2.77,1.8%,67.5%,37.0%,5.0%,2.58,3.6%,66.7%,66.7%,33.3%,2.96,0.0%
2015 Indian Wells R64,W vs Putintseva,77.8%,55.1%,4.8%,2/1,2.08,15.2%,73.0%,59.3%,2.7%,2.04,23.8%,100.0%,50.0%,9.1%,2.15,0.0%
2015 Monterrey SF,L vs Garcia,62.0%,38.7%,4.0%,1/1,2.40,10.0%,69.2%,22.2%,7.7%,2.26,10.0%,61.9%,61.5%,0.0%,2.68,10.0%
2015 Australian Open R128,L vs Hradecka,76.9%,50.0%,5.1%,1/3,2.35,2.5%,75.5%,48.6%,4.1%,1.96,4.3%,95.8%,52.2%,8.3%,2.88,0.0%
2015 Brisbane R16,W vs Gajdosova,67.6%,56.0%,12.2%,7/2,3.02,0.0%,77.5%,48.4%,7.5%,2.85,0.0%,82.6%,68.4%,26.1%,3.70,0.0%
2014 Singapore RR,W vs Halep,59.4%,58.3%,5.9%,6/0,2.16,4.9%,64.7%,50.0%,0.0%,1.95,8.5%,64.0%,81.3%,24.0%,2.45,0.0%
2014 Singapore RR,W vs Bouchard,76.3%,60.0%,8.5%,2/3,2.20,4.2%,80.6%,64.0%,0.0%,1.99,9.5%,83.3%,55.0%,20.8%,2.36,0.0%
Career (63 matches),,71.6%,54.3%,5.7%,56.4%,2.38,5.6%,73.7%,50.9%,3.5%,2.31,8.9%,80.9%,60.3%,11.1%,2.49,1.0%
