Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2016 US Open R128,L vs Allertova,17,41,0.4,12.8%,30.8%,15,34,0.4,12.2%,27.6%,5.7%,4.9%,0.6,9.0%,15.8%
2016 Wimbledon R128,L vs Alexandrova,11,20,0.6,8.8%,16.0%,8,15,0.5,7.8%,14.6%,4.9%,2.9%,0.9,20.0%,21.6%
2016 Roland Garros R32,L vs Svitolina,27,29,0.9,19.9%,21.3%,23,27,0.9,18.5%,21.8%,12.1%,6.5%,1.6,15.4%,9.6%
2016 Roland Garros R64,W vs Nara,35,24,1.5,26.9%,18.5%,31,22,1.4,25.2%,17.9%,17.9%,7.3%,0.9,13.1%,14.6%
2016 Roland Garros R128,W vs Dodin,45,23,2.0,24.9%,12.7%,36,17,2.1,23.4%,11.0%,18.2%,4.5%,0.7,14.4%,19.9%
2016 Dubai R16,W vs Halep,26,37,0.7,17.1%,24.3%,24,33,0.7,16.9%,23.2%,14.1%,2.8%,0.4,8.6%,22.4%
2016 St. Petersburg R16,W vs Gasparyan,26,27,1.0,20.0%,20.8%,23,22,1.0,20.4%,19.5%,15.9%,3.5%,0.6,13.1%,22.3%
2016 Australian Open R32,L vs Keys,21,23,0.9,10.3%,11.3%,20,18,1.1,10.5%,9.5%,7.4%,2.1%,0.8,21.7%,25.6%
2016 Australian Open R64,W vs Sevastova,12,17,0.7,11.4%,16.2%,10,12,0.8,10.6%,12.8%,9.6%,1.1%,0.4,10.5%,25.7%
2016 Australian Open R128,W vs Patterson,15,21,0.7,13.0%,18.3%,11,18,0.6,10.6%,17.3%,8.7%,1.9%,0.4,11.3%,26.1%
2015 Beijing R32,W vs Williams,27,21,1.3,19.6%,15.2%,22,18,1.2,17.9%,14.6%,12.2%,5.7%,0.4,10.1%,24.6%
2015 US Open R128,L vs Cibulkova,25,29,0.9,14.6%,17.0%,19,24,0.8,12.4%,15.7%,7.2%,3.9%,0.9,14.0%,16.4%
2015 Cincinnati QF,L vs Williams,19,32,0.6,11.0%,18.6%,17,21,0.8,12.4%,15.3%,5.1%,6.6%,1.1,21.5%,20.3%
2015 Wimbledon R64,L vs Mattek Sands,15,15,1.0,12.6%,12.6%,10,11,0.9,9.2%,10.1%,7.3%,1.8%,1.8,26.9%,15.1%
2015 Wimbledon R128,W vs Xu,29,18,1.6,28.2%,17.5%,23,16,1.4,24.7%,17.2%,22.6%,2.2%,0.8,11.7%,14.6%
2015 Birmingham R32,L vs Larcher De Brito,35,44,0.8,18.9%,23.8%,19,38,0.5,11.9%,23.9%,8.8%,2.5%,0.6,12.4%,20.0%
2015 Roland Garros SF,L vs Safarova,25,35,0.7,14.7%,20.6%,20,31,0.6,13.7%,21.2%,9.6%,4.1%,1.2,21.2%,18.2%
2015 Roland Garros QF,W vs Svitolina,37,30,1.2,31.4%,25.4%,37,24,1.5,33.3%,21.6%,29.7%,3.6%,0.6,6.8%,11.9%
2015 Roland Garros R16,W vs Makarova,30,25,1.2,18.9%,15.7%,26,19,1.4,17.9%,13.1%,12.4%,5.5%,0.7,11.9%,17.6%
2015 Roland Garros R32,W vs Vekic,19,10,1.9,22.4%,11.8%,16,8,2.0,21.6%,10.8%,18.9%,2.7%,0.4,10.6%,27.1%
Career (116 matches),,2928,3088,0.9,18.3%,19.3%,2535,2611,1.0,17.6%,18.1%,8.5%,3.1%,0.8,13.3%,17.5%
