Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2016 Roland Garros R64,W vs Nara,25.0%,33.3%,58.1%,32.4%,43.2%,56.0%,50.0%,26.3%,0.0%,14.3%,19.0%,61.1%,33.3%,25.0%,0.0%,1
2016 Dubai R16,W vs Halep,16.9%,26.5%,56.3%,24.1%,38.9%,61.0%,50.0%,33.3%,16.7%,4.2%,4.2%,47.8%,21.4%,60.0%,-,-77
2016 St Petersburg R16,W vs Gasparyan,22.2%,34.9%,54.5%,34.4%,46.9%,61.9%,15.4%,42.1%,100.0%,11.5%,26.9%,47.8%,15.4%,61.5%,50.0%,-7
2016 Australian Open R64,W vs Sevastova,33.3%,38.9%,58.1%,38.9%,44.4%,68.2%,38.9%,22.2%,-,30.8%,38.5%,33.3%,33.3%,28.6%,0.0%,137
2015 Beijing R32,W vs Williams,42.9%,46.4%,55.2%,56.7%,63.3%,76.9%,45.5%,57.9%,-,30.4%,30.4%,37.5%,72.7%,66.7%,50.0%,35
2015 US Open R128,L vs Cibulkova,30.1%,36.1%,37.7%,42.6%,48.9%,40.7%,32.0%,40.9%,66.7%,16.1%,22.6%,34.6%,50.0%,26.3%,50.0%,41
2015 Cincinnati QF,L vs Williams,23.5%,34.1%,40.7%,32.7%,49.0%,42.4%,38.5%,21.7%,14.3%,16.0%,20.0%,38.1%,0.0%,25.0%,100.0%,9
2015 Wimbledon R128,W vs Xu,35.6%,48.9%,48.1%,45.2%,61.3%,58.8%,73.3%,18.8%,0.0%,16.7%,25.0%,30.0%,16.7%,0.0%,-,46
2015 Birmingham R32,L vs Larcher De Brito,36.7%,42.9%,44.6%,44.8%,53.4%,53.1%,60.6%,40.0%,0.0%,29.4%,32.4%,33.3%,42.9%,18.5%,33.3%,77
2015 Roland Garros SF,L vs Safarova,32.4%,38.0%,37.2%,43.2%,45.5%,36.0%,75.0%,41.7%,33.3%,18.2%,31.8%,38.9%,88.9%,7.7%,0.0%,58
2015 Roland Garros QF,W vs Svitolina,10.8%,21.5%,65.4%,17.1%,34.3%,72.4%,85.7%,47.6%,-,4.2%,8.3%,56.5%,58.3%,25.0%,0.0%,-80
2015 Roland Garros R32,W vs Vekic,31.9%,38.3%,50.0%,33.3%,43.3%,50.0%,92.9%,50.0%,100.0%,33.3%,33.3%,50.0%,66.7%,44.4%,50.0%,38
2015 Rome Masters R32,L vs Saville,20.0%,28.0%,47.2%,22.8%,33.7%,49.3%,58.1%,61.2%,83.3%,19.6%,23.9%,43.2%,78.9%,74.1%,50.0%,60
2015 Stuttgart R32,L vs Garcia,30.7%,37.5%,32.1%,42.9%,49.0%,35.7%,48.0%,29.2%,20.0%,17.6%,26.5%,28.6%,42.9%,35.0%,25.0%,51
2015 Indian Wells R64,W vs Putintseva,34.0%,50.9%,60.6%,40.0%,60.0%,76.2%,52.6%,37.5%,50.0%,25.0%,37.5%,33.3%,25.0%,16.7%,100.0%,30
2015 Monterrey SF,L vs Garcia,23.3%,34.9%,46.7%,28.6%,42.9%,55.0%,37.5%,8.3%,0.0%,16.7%,25.0%,30.0%,0.0%,37.5%,-,35
2015 Australian Open R128,L vs Hradecka,32.4%,37.8%,37.5%,43.9%,53.7%,30.4%,63.2%,36.4%,100.0%,26.1%,26.1%,47.1%,0.0%,15.4%,0.0%,90
2015 Brisbane R16,W vs Gajdosova,25.4%,34.3%,54.3%,28.9%,39.5%,66.7%,23.5%,19.0%,33.3%,24.0%,32.0%,36.8%,45.5%,28.6%,50.0%,-14
2014 Singapore RR,W vs Halep,17.4%,28.4%,54.3%,14.5%,34.5%,63.8%,25.9%,42.9%,60.0%,24.4%,26.7%,41.2%,38.9%,11.1%,25.0%,97
2014 Singapore RR,W vs Bouchard,20.6%,25.0%,56.3%,32.3%,41.9%,71.4%,46.7%,25.0%,40.0%,12.9%,12.9%,44.4%,37.5%,6.7%,0.0%,6
Career (63 matches),,25.1%,34.1%,49.2%,31.3%,43.1%,53.7%,48.8%,41.9%,44.7%,19.6%,25.8%,42.8%,34.6%,33.3%,36.4%,72
