Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2016 US Open R128,L vs Allertova,1.02,0.76,55.0,3.6,0.0%,37.5%,5.3%,60.5%,46.7%,28.0%
2016 Cincinnati R64,L vs Vekic,0.79,0.54,34.1,2.3,3.3%,43.3%,0.0%,62.5%,31.0%,34.6%
2016 Olympics R64,L vs Suarez Navarro,0.89,0.73,44.0,4.4,-,40.0%,-,61.8%,35.0%,46.2%
2016 Wimbledon R128,L vs Alexandrova,0.89,0.74,56.8,2.3,9.7%,54.8%,0.0%,46.2%,40.5%,42.1%
2016 Mallorca QF,L vs Garcia,1.00,0.89,79.7,3.6,3.4%,63.8%,9.6%,53.8%,36.2%,36.5%
2016 Mallorca R16,W vs Sorribes Tormo,1.37,2.80,29.2,2.1,0.0%,82.6%,0.0%,57.9%,50.0%,66.7%
2016 Mallorca R32,W vs Parmentier,1.22,1.44,50.7,2.3,5.4%,56.8%,0.0%,61.1%,44.1%,53.1%
2016 Roland Garros R32,L vs Svitolina,0.95,0.80,57.0,2.3,5.6%,52.8%,2.9%,37.1%,50.0%,41.9%
2016 Roland Garros R64,W vs Nara,1.02,1.49,54.1,2.4,9.7%,64.5%,3.4%,69.0%,61.1%,35.3%
2016 Roland Garros R128,W vs Dodin,0.91,1.20,70.3,2.4,12.5%,68.8%,7.0%,51.2%,48.9%,55.6%
2016 Rome R32,L vs Mchale,1.02,0.85,63.2,6.0,0.0%,53.8%,2.2%,40.0%,44.0%,43.5%
2016 Rome R64,W vs Pavlyuchenkova,1.06,1.19,66.7,2.7,0.0%,54.5%,0.0%,50.0%,51.4%,55.6%
2016 Madrid R32,L vs Chirico,0.99,0.87,74.4,4.1,1.9%,46.2%,4.3%,55.3%,52.0%,34.0%
2016 Madrid R64,W vs Siniakova,1.14,1.21,84.2,2.8,0.0%,58.3%,4.2%,66.7%,30.8%,50.0%
2016 Stuttgart R16,L vs Pliskova,0.80,0.62,44.6,2.1,3.7%,48.1%,0.0%,48.0%,41.4%,39.3%
2016 Stuttgart R32,W vs Witthoeft,1.03,1.43,54.1,3.3,5.7%,68.6%,3.1%,56.3%,53.6%,50.0%
2016 Miami R32,L vs Bacsinszky,0.93,0.71,49.4,3.6,0.0%,45.9%,2.9%,60.0%,34.4%,37.9%
2016 Miami R64,W vs Pereira,1.12,1.95,30.7,2.1,0.0%,50.0%,5.6%,77.8%,59.3%,72.0%
2016 Indian Wells R32,L vs Pliskova,1.10,0.48,32.6,2.2,0.0%,40.0%,8.7%,34.8%,15.0%,41.2%
2016 Indian Wells R64,W vs Giorgi,1.15,1.12,98.3,5.8,1.9%,52.8%,6.3%,52.1%,40.8%,52.1%
2016 (29 matches),,1.01,1.01,59.6,2.8,3.5%,55.4%,3.8%,56.6%,43.6%,44.8%
2015 (37 matches),,1.01,1.09,58.7,2.9,4.6%,59.4%,5.5%,55.8%,45.6%,45.8%
2014 (68 matches),,1.04,1.23,57.0,2.8,4.0%,59.5%,4.0%,61.4%,47.2%,46.0%
2013 (67 matches),,1.02,1.18,54.9,2.6,4.2%,59.0%,3.1%,58.6%,47.0%,48.0%
2012 (51 matches),,1.01,1.19,52.9,2.7,0.8%,62.6%,1.1%,57.1%,46.5%,48.3%
Career (293 matches),,1.02,1.16,56.1,2.7,3.5%,59.6%,3.3%,58.4%,46.0%,46.7%
