Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2021,629,44,,,,,,,,,,,,
2020,442,84,,,,,,,,,1254,15,,
2019,408,84,345,1389,376,1315,305,1378,,,1213,15,,
2018,189,271,203,1528,248,1421,161,1521,222,1378,387,70,,
2017,366,116,188,1556,233,1451,138,1557,229,1374,1020,27,,
2016,115,518,162,1593,216,1458,122,1590,,,878,42,,
2015,98,590,156,1594,201,1474,108,1611,222,1400,336,195,124,1483
2014,112,510,109,1673,152,1553,73,1686,169,1449,451,130,,
2013,77,650,107,1675,151,1551,66,1704,165,1467,155,450,115,1521
2012,70,704,106,1684,132,1587,85,1681,146,1496,141,494,113,1522
2011,107,547,100,1691,142,1560,71,1691,129,1519,72,1044,92,1611
2010,56,844,68,1758,86,1653,53,1746,92,1562,274,235,122,1473
2009,72,613,95,1697,225,1463,80,1689,103,1542,179,374,,
2008,90,488,145,1622,,,123,1603,,,245,235,,
2007,170,253,166,1579,,,144,1567,,,814,34,,
2006,267,148,295,1417,324,1316,266,1407,,,217,257,,
2005,192,200,193,1544,270,1385,159,1537,159,1478,466,85,,
2004,180,240,214,1520,,,186,1508,,,584,59,,
2003,799,13,,,,,,,,,1698,1,,
2002,1068,4,,,,,,,,,994,16,,
