Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
30-Jul-2018,Sopot CH,Clay,F,183,110,(2) Paolo Lorenzi [ITA] d. (8) Gimeno Traver,7-6(2) 6-7(5) 6-3,0.81,0.8%,5.4%,74.4%,57.3%,48.5%,9/15,2:58
25-Sep-2017,Rome CH,Clay,F,629,105,(7) Filip Krajinovic [SRB] d. (Q) Gimeno Traver,6-4 6-3,0.72,5.6%,5.6%,68.5%,59.5%,41.2%,2/6,1:11
06-Apr-2015,Casablanca,Clay,F,95,41,(2) Martin Klizan [SVK] d. Gimeno Traver,6-2 6-2,0.72,3.7%,5.6%,66.7%,63.9%,38.9%,2/6,1:16
22-Sep-2014,Kenitra CH,Clay,F,129,70,(3) Gimeno Traver d. (1) Albert Ramos [ESP],6-3 6-4,1.29,1.8%,1.8%,62.5%,74.3%,57.1%,0/1,1:26
13-Aug-2012,Cordenons CH,Clay,F,110,93,(4) Paolo Lorenzi [ITA] d. (7) Gimeno Traver,7-6(5) 6-3,0.71,5.8%,3.5%,48.8%,61.9%,47.7%,6/10,1:58
11-Jun-2012,Monza CH,Clay,F,125,99,(8) Gimeno Traver d. (1) Albert Montanes [ESP],6-2 4-6 6-4,1.23,8.3%,2.4%,61.9%,69.2%,56.3%,2/4,2:05
26-Sep-2011,Madrid CH,Clay,F,87,115,(5) Jeremy Chardy [FRA] d. (3) Gimeno Traver,6-1 5-7 7-6(3),0.95,2.9%,1.0%,64.7%,68.2%,50.0%,9/12,2:38
05-Jul-2010,San Benedetto CH,Clay,F,93,113,(6) Carlos Berlocq [ARG] d. (2) Gimeno Traver,6-3 4-6 6-4,0.95,2.5%,2.5%,59.5%,70.2%,53.1%,2/6,2:36
05-Oct-2009,Tarragona CH,Clay,F,112,105,(6) Gimeno Traver d. (5) Paolo Lorenzi [ITA],6-4 6-0,,,,,,,,
10-Mar-2008,Tanger CH,Clay,F,149,103,(3) Marcel Granollers [ESP] d. Gimeno Traver,6-4 6-4,,,,,,,,
