Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,11,2,9,18.2%,4,0,4,0.0%,2005,2019,R64,9,0.74,5.9%,4.8%,62.4%,65.8%,42.1%,56.9%,32.1%,56.1%,33.3%
Roland Garros,13,Clay,23,10,13,43.5%,11,5,6,45.5%,2005,2019,R64,13,0.85,3.9%,3.1%,63.5%,65.3%,47.2%,58.7%,35.1%,59.3%,37.2%
Wimbledon,10,Grass,13,3,10,23.1%,8,5,3,62.5%,2005,2018,R64,7,0.79,6.8%,3.9%,63.6%,70.5%,48.7%,62.5%,29.4%,50.7%,22.7%
US Open,8,Hard,10,2,8,20.0%,8,2,6,25.0%,2009,2018,R32,10,0.88,6.1%,4.7%,54.5%,71.0%,50.9%,61.9%,33.5%,59.8%,38.0%
Barcelona,8,Clay,18,10,8,55.6%,6,3,3,50.0%,2006,2014,R32,16,1.02,5.1%,2.7%,60.6%,68.9%,46.4%,60.1%,40.6%,57.4%,48.1%
Buenos Aires,8,Clay,13,5,8,38.5%,6,3,3,50.0%,2008,2016,R16,13,0.98,6.7%,3.2%,62.2%,69.1%,51.2%,62.4%,37.0%,57.1%,37.4%
Madrid Masters,7,Clay,20,13,7,65.0%,6,3,3,50.0%,2009,2018,R16,19,1.19,8.6%,1.8%,62.5%,71.8%,55.3%,65.6%,40.9%,61.1%,39.5%
Estoril,7,Clay,14,7,7,50.0%,3,1,2,33.3%,2009,2016,SF,14,1.08,4.7%,4.5%,53.8%,71.5%,50.1%,61.6%,41.2%,51.5%,49.4%
Valencia,7,Hard,10,3,7,30.0%,5,3,2,60.0%,2008,2015,R16,9,0.93,7.4%,4.1%,56.8%,75.7%,47.9%,63.7%,33.8%,51.0%,35.7%
Hamburg,6,Clay,13,7,6,53.8%,5,4,1,80.0%,2009,2016,QF,11,0.93,2.4%,4.7%,58.7%,64.9%,49.2%,58.4%,38.7%,56.7%,41.3%
