Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Aix En Provence CH R64,L vs Hassan,0.87,0.66,46.3,2.2,0.0%,40.7%,0.0%,40.0%,50.0%,40.0%
2019 Bordeaux CH R64,L vs Benchetrit,0.78,0.49,31.3,2.6,0.0%,32.0%,0.0%,54.5%,37.5%,35.0%
2019 Budapest Q1,L vs Harris,0.92,0.51,44.0,2.2,2.5%,70.0%,2.7%,48.6%,22.6%,22.2%
2019 Tunis CH QF,L vs Cuevas,0.81,0.61,50.9,2.1,0.0%,41.9%,0.0%,48.1%,46.9%,36.7%
2019 Tunis CH R16,W vs Gaio,1.31,1.56,48.0,3.4,2.6%,68.4%,0.0%,64.7%,41.4%,37.5%
2019 Tunis CH R32,W vs Galovic,1.24,1.50,50.2,2.9,2.4%,57.1%,0.0%,52.6%,50.0%,59.3%
2019 Murcia CH R32,L vs Cachin,0.76,0.75,59.8,4.4,0.0%,53.8%,0.0%,61.1%,33.3%,50.9%
2019 Villena CH R32,L vs Caruso,0.99,0.83,59.6,2.2,0.0%,50.0%,4.9%,43.9%,45.9%,42.9%
2019 Villena CH R64,W vs Arguello,1.07,1.35,48.6,2.1,0.0%,58.3%,0.0%,72.7%,46.7%,41.0%
2019 Marbella CH R32,L vs Arnaboldi,0.89,0.71,58.3,2.7,0.0%,55.2%,0.0%,55.6%,40.0%,31.0%
2019 Marbella CH R64,W vs Krawietz,1.37,2.42,31.2,2.0,0.0%,66.7%,4.0%,68.0%,55.0%,61.1%
2019 Santiago CH R16,L vs Coppejans,1.28,0.88,66.0,2.6,2.3%,45.5%,0.0%,46.3%,29.7%,45.5%
2019 Santiago CH R32,W vs Escobar,1.45,1.96,32.0,2.0,2.9%,58.8%,3.2%,74.2%,46.9%,44.8%
2019 Sao Paulo Q1,L vs Martin,0.84,0.50,38.8,2.4,0.0%,43.5%,4.8%,38.1%,34.6%,36.0%
2019 Cherbourg CH R32,L vs Crepatte,1.00,0.64,44.5,3.4,5.4%,56.8%,3.1%,56.3%,39.4%,14.3%
2019 Sofia Q1,L vs Maden,1.07,0.80,52.8,3.9,2.9%,41.2%,6.1%,51.5%,34.4%,46.4%
2019 Quimper CH R64,L vs Kamke,1.12,0.72,46.6,2.1,0.0%,40.6%,3.3%,50.0%,51.9%,16.7%
2019 Rennes CH R64,L vs Reboul,1.00,0.76,60.2,2.4,2.9%,38.2%,3.1%,75.0%,42.9%,23.5%
2018 Montevideo CH QF,L vs Sousa,0.86,0.76,49.5,150.2,2.4%,52.4%,5.3%,44.7%,42.9%,47.4%
2018 Montevideo CH R16,W vs Dellien,1.34,1.43,39.6,4.0,2.2%,60.9%,0.0%,47.6%,50.0%,47.2%
2019 (18 matches),,1.04,0.90,49.6,2.5,1.5%,51.8%,1.9%,55.8%,41.1%,38.5%
2018 (15 matches),,1.02,1.05,59.8,3.3,0.8%,57.5%,1.8%,57.8%,44.2%,43.0%
2017 (5 matches),,1.03,1.01,60.3,2.9,4.8%,55.6%,4.0%,65.9%,34.8%,43.4%
2016 (27 matches),,0.99,0.96,60.0,2.8,4.3%,60.6%,3.1%,59.0%,38.5%,39.1%
2015 (12 matches),,0.95,0.79,49.7,2.4,5.2%,60.7%,5.0%,63.4%,31.4%,32.2%
Career (185 matches),,1.00,0.97,55.5,2.8,5.2%,60.8%,3.9%,60.6%,38.1%,37.9%
