Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,41,16,25,39.0%,37-57,39.4%,377-444,45.9%,2-2,50.0%,39,56.3%,37.5%,1.7%,9.1%,64.5%,57.8%,44.3%,53.0%,43.5%,48.1%,0.92
Clay,50,19,31,38.0%,42-69,37.8%,456-547,45.5%,1-6,14.3%,48,47.9%,44.7%,0.8%,7.4%,69.2%,55.6%,37.4%,50.0%,46.4%,48.2%,0.93
Grass,7,1,6,14.3%,2-12,14.3%,46-81,36.2%,0-1,0.0%,7,-,-,1.3%,6.9%,68.9%,57.4%,38.5%,51.5%,37.9%,44.8%,0.78
Grand Slams,12,1,11,8.3%,3-22,12.0%,68-145,31.9%,0-3,0.0%,11,-,-,1.0%,7.4%,68.8%,50.4%,35.7%,45.8%,38.4%,42.0%,0.71
Premiers,3,0,3,0.0%,0-6,0.0%,23-37,38.3%,0-1,0.0%,2,-,-,1.5%,8.0%,70.8%,51.5%,37.5%,47.4%,41.6%,44.8%,0.79
Internationals,81,35,46,43.2%,77-106,42.1%,772-863,47.2%,3-5,37.5%,79,48.9%,43.9%,1.2%,8.0%,67.1%,57.6%,41.3%,52.2%,45.4%,48.8%,0.95
Finals,2,0,2,0.0%,0-3,0.0%,11-18,37.9%,0-0,-,2,16.7%,33.3%,0.9%,4.7%,67.0%,57.7%,34.3%,50.0%,32.6%,42.1%,0.65
Semi-finals,5,2,3,40.0%,4-7,36.4%,47-57,45.2%,0-1,0.0%,5,60.0%,70.0%,1.1%,6.3%,69.5%,53.3%,42.0%,49.9%,45.9%,48.0%,0.91
Quarter-finals,10,5,5,50.0%,11-12,47.8%,101-101,50.0%,0-1,0.0%,9,87.5%,62.5%,0.9%,7.4%,70.3%,56.8%,42.2%,52.5%,44.8%,48.7%,0.94
vs Righties,92,33,59,35.9%,75-132,36.2%,832-1022,44.9%,3-9,25.0%,88,47.7%,47.3%,1.1%,8.2%,67.2%,56.4%,40.3%,51.1%,44.6%,47.9%,0.91
vs Lefties,4,1,3,25.0%,2-6,25.0%,23-41,35.9%,0-0,-,4,66.7%,0.0%,0.9%,5.9%,70.3%,53.8%,43.9%,50.9%,37.5%,44.5%,0.76
vs Top 10,6,0,6,0.0%,0-12,0.0%,18-72,20.0%,0-0,-,6,-,-,0.7%,10.0%,63.3%,43.2%,30.0%,38.3%,37.6%,38.0%,0.61
