Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 Bucharest R32,L vs Pliskova,20% (2/10),0% (0/2),0/2,44% (4/9),25% (1/4),0/0,0/0,2/3,0/0,1/1
2019 W60 Stare Splavy QF,W vs Hradecka,75% (6/8),83% (5/6),1/2,44% (4/9),50% (2/4),4/5,2/2,0/0,1/1,0/0
2019 W60 Stare Splavy R16,W vs Kania,78% (7/9),57% (4/7),0/0,0% (0/8),- (0/0),3/3,1/1,0/0,0/0,0/0
2019 Anning QF,L vs Zheng,50% (4/8),50% (2/4),2/4,67% (6/9),0% (0/6),2/2,0/0,0/2,0/0,0/1
2019 Anning R16,W vs Imanishi,55% (6/11),100% (6/6),1/3,30% (3/10),0% (0/3),4/5,1/1,0/0,0/0,0/0
2019 Anning R32,W vs Peng,62% (8/13),88% (7/8),4/7,69% (9/13),22% (2/9),4/7,2/2,0/0,1/1,0/0
2019 W25 Santa Margherita Di Pula SF,W vs Matviyenko,100% (12/12),67% (8/12),3/4,64% (7/11),29% (2/7),5/6,0/0,0/1,0/0,0/0
2019 W25 Santa Margherita Di Pula QF,W vs Rus,27% (3/11),100% (3/3),0/2,45% (5/11),60% (3/5),2/3,1/1,0/0,1/1,0/0
2019 W25 Santa Margherita Di Pula R16,W vs Herdzelas,73% (8/11),88% (7/8),3/4,70% (7/10),43% (3/7),4/5,0/2,0/0,0/1,0/0
2019 W25 Santa Margherita Di Pula R32,W vs Marchetti,60% (6/10),100% (6/6),1/3,44% (4/9),25% (1/4),3/4,0/0,0/0,0/0,0/0
2019 W60 Croissy Beaubourg R32,L vs Tomova,23% (3/13),67% (2/3),1/5,38% (5/13),0% (0/5),1/1,0/0,1/1,0/0,1/1
2019 W60 Shenzhen QF,L vs Lu,50% (7/14),86% (6/7),2/6,64% (9/14),33% (3/9),2/6,1/1,1/1,0/0,0/0
2019 W60 Shenzhen R32,W vs Yuan,31% (5/16),100% (5/5),2/6,60% (9/15),33% (3/9),4/5,1/2,2/2,0/1,0/0
2019 W25 Trnava SF,L vs Shinikova,47% (7/15),86% (6/7),3/6,47% (7/15),0% (0/7),3/6,1/1,1/2,0/0,0/0
2019 W25 Trnava QF,W vs Radanovic,44% (7/16),100% (7/7),1/4,50% (8/16),38% (3/8),4/6,1/3,1/1,0/1,0/0
2019 W25 Trnava R32,W vs Honcova,50% (6/12),100% (6/6),0/3,55% (6/11),50% (3/6),3/4,0/0,0/0,0/0,0/0
2019 W25 Trnava QF,W vs Smitkova,70% (7/10),71% (5/7),0/1,33% (3/9),67% (2/3),3/4,1/1,1/1,0/0,0/0
2019 W25 Trnava R16,W vs Mihalikova,44% (4/9),100% (4/4),0/1,33% (3/9),67% (2/3),3/4,2/2,0/0,1/1,0/0
2019 W25 Trnava R32,W vs Stara,86% (6/7),100% (6/6),0/0,17% (1/6),100% (1/1),5/5,1/1,0/0,0/0,0/0
2019 W25 Hong Kong R32,L vs Al Nabhani,55% (6/11),100% (6/6),4/7,64% (7/11),0% (0/7),0/6,0/1,1/1,0/0,0/0
2019 (20 matches),,53.1%,84.2%,40.0%,49.1%,29.0%,67.8%,71.4%,66.7%,57.1%,66.7%
2018 (4 matches),,41.0%,87.5%,16.7%,61.5%,16.7%,41.7%,0.0%,50.0%,-,0.0%
2017 (29 matches),,65.0%,84.6%,51.1%,58.6%,18.8%,54.5%,54.5%,36.4%,46.2%,50.0%
2016 (25 matches),,55.4%,76.9%,39.8%,57.8%,14.6%,52.7%,50.0%,29.2%,37.5%,11.1%
2015 (9 matches),,60.9%,89.6%,56.6%,57.3%,12.7%,50.0%,54.5%,77.8%,100.0%,83.3%
Career (186 matches),,53.6%,79.9%,40.9%,55.5%,17.0%,56.7%,59.1%,45.5%,60.7%,40.8%
