Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,1,0,1,0.0%,1-2,33.3%,12-16,42.9%,0-0,-,0,,,,,,,,,,,,R32 (W50 Antalya)
2023,58,31,27,53.4%,71-56,55.9%,600-557,51.9%,9-5,64.3%,1,20.0%,66.7%,0.0%,5.1%,70.4%,37.7%,37.9%,37.8%,55.1%,46.8%,0.89,F (2x)
2022,44,28,16,63.6%,59-40,59.6%,488-410,54.3%,4-7,36.4%,6,61.1%,45.5%,0.8%,8.8%,64.9%,59.8%,41.1%,53.3%,47.1%,50.2%,1.01,W (W25 Sharm ElSheikh)
2021,32,21,11,65.6%,46-28,62.2%,378-298,55.9%,2-5,28.6%,2,40.9%,54.5%,0.0%,2.1%,77.1%,43.5%,50.0%,45.0%,50.3%,47.8%,0.92,F (W60 Prerov)
2020,28,19,9,67.9%,42-22,65.6%,321-252,56.0%,4-2,66.7%,2,60.0%,52.6%,0.7%,4.3%,73.0%,50.5%,57.9%,52.5%,50.7%,51.6%,1.07,W (W15 Heraklion)
2019,39,22,17,56.4%,52-40,56.5%,442-415,51.6%,7-3,70.0%,3,50.0%,46.9%,0.5%,8.8%,67.6%,52.9%,43.9%,50.0%,47.9%,48.9%,0.96,F (W25 Santa Margherita Di Pula)
2018,32,16,16,50.0%,38-33,53.5%,332-317,51.2%,3-6,33.3%,2,59.1%,50.0%,0.7%,6.6%,70.9%,56.1%,43.2%,52.3%,50.4%,51.4%,1.06,F (Bad Saulgau $25K)
2017,32,17,15,53.1%,37-34,52.1%,319-323,49.7%,4-2,66.7%,1,12.5%,37.5%,0.0%,4.1%,65.3%,34.4%,23.5%,30.6%,44.7%,37.5%,0.64,SF (4x)
2016,43,21,22,48.8%,44-44,50.0%,390-388,50.1%,3-3,50.0%,1,61.5%,30.8%,3.8%,8.8%,63.7%,60.8%,41.4%,53.8%,38.6%,45.8%,0.84,SF (3x)
2015,36,23,13,63.9%,54-29,65.1%,437-376,53.8%,5-5,50.0%,0,,,,,,,,,,,,W (Galati $25K)
2014,18,7,11,38.9%,19-23,45.2%,179-197,47.6%,0-1,0.0%,0,,,,,,,,,,,,QF (3x)
2013,17,11,6,64.7%,26-14,65.0%,184-170,52.0%,1-0,100.0%,0,,,,,,,,,,,,F (Prague 100K)
2012,20,13,7,65.0%,29-18,61.7%,236-204,53.6%,5-0,100.0%,0,,,,,,,,,,,,F (Olomouc 100K)
2011,59,40,19,67.8%,88-49,64.2%,703-596,54.1%,11-5,68.8%,0,,,,,,,,,,,,W (Biella 100K)
2010,54,43,11,79.6%,85-29,74.6%,619-390,61.3%,4-1,80.0%,0,,,,,,,,,,,,W (5x)
2009,30,19,11,63.3%,40-27,59.7%,332-269,55.2%,0-4,0.0%,0,,,,,,,,,,,,SF (3x)
2008,41,24,17,58.5%,50-39,56.2%,435-373,53.8%,3-4,42.9%,0,,,,,,,,,,,,F (2x)
2007,40,26,14,65.0%,57-34,62.6%,460-358,56.2%,2-4,33.3%,0,,,,,,,,,,,,W (Bucharest 10K)
2006,23,13,10,56.5%,28-25,52.8%,250-246,50.4%,2-0,100.0%,0,,,,,,,,,,,,W (Bucharest 6 10K)
2005,3,0,3,0.0%,2-6,25.0%,22-40,35.5%,0-0,-,0,,,,,,,,,,,,R32 (3x)
Career,650,394,256,60.6%,868-592,59.5%,7139-6195,53.5%,69-57,54.8%,18,51.1%,48.4%,0.7%,6.7%,68.8%,52.2%,43.3%,49.4%,48.4%,48.9%,0.96,
