Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2023 Monastir R32,L vs Stefanini,14.9%,21.8%,38.2%,23.5%,31.4%,41.0%,54.8%,55.0%,50.0%,3.3%,10.0%,34.5%,0.0%,75.0%,100.0%,-87
Career (1 matches),,14.9%,21.8%,38.2%,23.5%,31.4%,41.0%,54.8%,55.0%,50.0%,3.3%,10.0%,34.5%,0.0%,75.0%,100.0%,-87
