Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,11,4,7,36.4%,9-17,34.6%,89-137,39.4%,2-0,100.0%,11,53.6%,24.6%,4.9%,7.8%,53.2%,65.4%,37.2%,52.2%,38.8%,45.5%,0.81,QF (W50 Grenoble)
2025,43,25,18,58.1%,54-43,55.7%,463-434,51.6%,8-2,80.0%,39,65.9%,36.0%,5.7%,5.9%,53.2%,68.0%,44.7%,57.1%,43.5%,50.3%,1.01,W (W75 Bucharest)
2024,30,12,18,40.0%,30-44,40.5%,322-379,45.9%,3-7,30.0%,5,63.3%,22.6%,4.6%,5.6%,52.7%,65.5%,44.9%,55.8%,37.9%,46.5%,0.86,QF (4x)
2023,37,17,20,45.9%,36-44,45.0%,350-380,47.9%,4-4,50.0%,4,52.5%,22.7%,1.6%,3.2%,64.8%,52.5%,50.0%,51.6%,38.3%,44.7%,0.79,SF (3x)
2022,56,34,22,60.7%,75-50,60.0%,621-542,53.4%,8-5,61.5%,3,70.0%,26.7%,2.7%,4.1%,58.0%,66.9%,45.7%,58.0%,41.5%,50.0%,0.99,W (W25 Santa Margherita di Pula)
2021,32,15,17,46.9%,33-38,46.5%,319-331,49.1%,3-3,50.0%,1,53.3%,50.0%,1.0%,4.0%,61.6%,59.0%,36.8%,50.5%,51.4%,51.0%,1.04,F (W15 Manacor)
2020,14,8,6,57.1%,19-15,55.9%,149-157,48.7%,2-0,100.0%,0,,,,,,,,,,,,F (W15 Trieste)
2019,30,15,15,50.0%,34-35,49.3%,328-325,50.2%,0-5,0.0%,0,,,,,,,,,,,,F (W15 Sharm El Sheikh)
2018,24,10,14,41.7%,26-28,48.1%,235-239,49.6%,1-2,33.3%,0,,,,,,,,,,,,QF (3x)
2017,41,22,19,53.7%,50-44,53.2%,447-430,51.0%,7-4,63.6%,0,,,,,,,,,,,,F (2x)
2016,24,12,12,50.0%,25-28,47.2%,244-262,48.2%,4-3,57.1%,0,,,,,,,,,,,,F (Saint Malo $50K)
2015,46,22,24,47.8%,48-53,47.5%,459-442,50.9%,0-7,0.0%,0,,,,,,,,,,,,F (Santa Margherita Di Pula $10K)
2014,38,22,16,57.9%,52-37,58.4%,437-369,54.2%,3-2,60.0%,0,,,,,,,,,,,,SF (2x)
2013,37,21,16,56.8%,47-39,54.7%,405-382,51.5%,4-4,50.0%,0,,,,,,,,,,,,F (2x)
2012,5,3,2,60.0%,7-4,63.6%,60-44,57.7%,0-1,0.0%,0,,,,,,,,,,,,QF (Heraklion 10K)
2011,8,2,6,25.0%,4-13,23.5%,54-88,38.0%,0-0,-,0,,,,,,,,,,,,QF (San Remo 10K)
2010,6,2,4,33.3%,5-9,35.7%,53-74,41.7%,1-1,50.0%,0,,,,,,,,,,,,R16 (2x)
Career,482,246,236,51.0%,554-541,50.6%,5035-5015,50.1%,50-50,50.0%,63,62.7%,31.8%,5.0%,5.9%,54.3%,66.0%,43.5%,55.7%,41.9%,48.8%,0.95,
