Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,7,4,3,57.1%,7-8,46.7%,75-75,50.0%,1-0,100.0%,7,64.9%,36.4%,1.8%,4.6%,68.5%,61.2%,46.8%,56.6%,44.5%,50.9%,1.03,SF (W15 Sharm ElSheikh)
2025,28,12,16,42.9%,28-36,43.8%,273-295,48.1%,1-2,33.3%,27,54.3%,39.9%,0.6%,5.8%,70.3%,53.9%,45.9%,51.5%,45.3%,48.4%,0.93,F (W15 Sharm ElSheikh)
2024,32,17,15,53.1%,40-33,54.8%,342-309,52.5%,2-2,50.0%,0,,,,,,,,,,,,W (W15 Sharm ElSheikh)
2023,36,18,18,50.0%,42-40,51.2%,369-346,51.6%,2-2,50.0%,0,,,,,,,,,,,,F (3x)
2022,54,34,20,63.0%,73-46,61.3%,619-476,56.5%,4-9,30.8%,0,,,,,,,,,,,,W (W15 Sharm ElSheikh)
2021,51,28,23,54.9%,64-54,54.2%,548-491,52.7%,7-4,63.6%,0,,,,,,,,,,,,F (3x)
2020,7,4,3,57.1%,9-7,56.3%,75-79,48.7%,2-0,100.0%,0,,,,,,,,,,,,QF (W15 Varna)
2019,32,14,18,43.8%,32-42,43.2%,329-343,49.0%,5-6,45.5%,0,,,,,,,,,,,,SF (2x)
2018,48,29,19,60.4%,62-44,58.5%,502-448,52.8%,4-4,50.0%,0,,,,,,,,,,,,W (2x)
2017,35,13,22,37.1%,30-45,40.0%,306-351,46.6%,4-4,50.0%,0,,,,,,,,,,,,QF (4x)
2016,66,34,32,51.5%,71-71,50.0%,618-623,49.8%,3-4,42.9%,0,,,,,,,,,,,,SF (3x)
2015,38,21,17,55.3%,43-40,51.8%,388-368,51.3%,5-1,83.3%,0,,,,,,,,,,,,SF (4x)
2014,72,51,21,70.8%,111-52,68.1%,842-621,57.6%,5-8,38.5%,0,,,,,,,,,,,,W (3x)
2013,66,40,26,60.6%,90-62,59.2%,720-617,53.9%,7-1,87.5%,0,,,,,,,,,,,,W (Sharm El Sheikh 10K)
2012,31,17,14,54.8%,36-35,50.7%,332-307,52.0%,2-4,33.3%,0,,,,,,,,,,,,W (Ashkelon 10K)
2011,9,5,4,55.6%,12-9,57.1%,102-100,50.5%,3-0,100.0%,0,,,,,,,,,,,,QF (2x)
2010,4,0,4,0.0%,1-7,12.5%,23-50,31.5%,1-0,100.0%,0,,,,,,,,,,,,R32 (4x)
Career,616,341,275,55.4%,751-631,54.3%,6463-5899,52.3%,58-51,53.2%,34,56.6%,39.1%,0.9%,5.5%,69.9%,55.5%,46.1%,52.7%,45.1%,48.9%,0.95,
