Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R32,L vs Paolini,84.7,87.5,5.1,90.8,85.1,96,75,76.6,4.3,78.5,80.0,84,66
2024 US Open R64,W vs Wang,82.2,86.4,5.7,91.2,83.6,98,73,74.1,4.0,74.2,75.5,82,66
2024 US Open R128,W vs Noskova,81.6,85.6,6.6,87.9,83.2,97,69,73.5,5.9,,70.5,84,62
2024 Wimbledon R16,L vs Ostapenko,88.9,93.3,2.0,94.2,92.2,97,90,83.1,3.7,83.5,86.0,89,76
2024 Wimbledon R32,W vs Swiatek,88.7,90.8,3.7,91.4,89.5,97,81,81.7,4.0,85.0,82.0,88,74
2024 Wimbledon R128,W vs Kerber,89.4,92.6,4.0,94.2,90.2,99,84,82.6,2.8,,86.0,86,77
2023 US Open R128,L vs Trevisan,80.2,82.6,6.4,88.7,82.7,96,62,72.0,3.1,74.0,70.5,79,66
2023 Wimbledon R128,L vs Haddad Maia,83.2,85.4,4.8,86.2,85.7,95,75,77.7,4.7,,78.2,84,66
2022 US Open R64,L vs Niemeier,81.1,84.8,5.4,87.1,84.6,96,72,73.0,4.9,75.0,65.0,83,63
2022 US Open R128,W vs Anisimova,85.8,88.3,4.7,88.0,85.9,97,70,78.1,4.3,75.0,,86,70
2021 US Open R128,L vs Kanepi,90.7,93.0,6.1,97.0,91.1,108,80,82.6,5.1,85.0,83.5,93,68
2020 US Open R128,W vs Montgomery,85.3,88.8,5.2,91.7,89.8,98,78,80.5,4.8,83.0,,89,70
2019 US Open R32,L vs Vekic,87.4,92.6,4.0,95.0,92.5,99,83,77.7,3.7,83.0,,83,70
2019 US Open R128,W vs Brengle,86.1,91.9,3.7,90.2,92.2,98,83,74.0,3.0,74.0,75.0,79,64
2019 Wimbledon R128,W vs Osaka,93.0,96.4,4.0,99.5,95.1,105,84,85.3,4.6,86.0,,93,77
2018 Wimbledon R64,L vs Kasatkina,89.4,92.4,6.4,97.3,92.7,103,79,81.6,5.4,82.0,84.0,89,68
2017 US Open R64,L vs Radwanska,85.8,92.0,5.4,97.0,88.1,102,81,75.1,5.1,80.3,,85,64
2017 Roland Garros R64,W vs Larsson,83.2,86.1,7.8,,,97,68,74.5,4.3,,,85,65
2017 Roland Garros R128,W vs Georges,85.1,88.3,7.0,,,101,71,77.4,4.0,,,85,69
2017 Australian Open R64,L vs Ostapenko,84.9,88.1,6.6,92.5,87.8,99,73,76.5,7.2,81.0,79.3,95,66
Career (31 matches),,85.6,88.8,5.8,92.0,87.8,108,62,76.9,4.7,78.9,78.2,96,62
