Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Miami R64,L vs Rybakina,63.8%,45.9%,5.2%,1/2,2.78,10.9%,58.3%,42.9%,5.6%,2.76,13.2%,80.0%,50.0%,5.0%,2.85,0.0%
2026 Australian Open R16,L vs Jovic,71.1%,40.7%,15.8%,5/1,2.87,0.0%,63.0%,52.9%,7.4%,2.84,0.0%,100.0%,20.0%,40.0%,2.93,0.0%
2025 Guangzhou R16,L vs Seidel,72.9%,28.6%,4.2%,2/0,2.57,13.9%,59.3%,37.5%,3.7%,2.54,17.2%,95.0%,21.1%,5.0%,2.73,0.0%
2025 Roland Garros R32,L vs Andreeva,68.8%,30.3%,16.7%,2/6,2.20,10.7%,78.8%,30.8%,15.2%,2.14,11.1%,70.0%,28.6%,30.0%,2.44,9.1%
2025 Miami R64,L vs Townsend,66.0%,53.1%,7.2%,4/3,2.19,19.0%,65.6%,50.0%,4.7%,2.15,24.5%,81.5%,59.1%,14.8%,2.32,0.0%
2025 Australian Open R32,L vs Kasatkina,74.5%,34.1%,3.6%,1/1,2.71,8.7%,89.2%,39.4%,0.0%,2.54,13.8%,72.7%,12.5%,18.2%,3.00,0.0%
2024 Wuhan R16,L vs Sabalenka,74.4%,57.4%,15.9%,6/7,2.69,4.7%,72.5%,45.9%,13.7%,2.61,5.8%,88.9%,75.0%,22.2%,3.05,0.0%
2024 Seoul R32,L vs Anisimova,69.4%,46.0%,22.2%,8/8,2.46,2.1%,73.0%,55.6%,21.6%,2.30,3.8%,82.1%,34.8%,28.6%,2.65,0.0%
2024 US Open R32,L vs Paolini,76.8%,45.3%,4.3%,2/1,2.36,6.1%,72.1%,48.4%,2.3%,2.20,5.4%,88.0%,40.9%,8.0%,2.85,8.3%
2024 US Open R64,W vs Wang,82.8%,59.7%,6.9%,4/2,-,3.2%,82.0%,65.9%,6.0%,-,2.3%,86.1%,51.6%,8.3%,-,5.6%
2024 Cincinnati R32,W vs Gauff,57.8%,61.5%,3.3%,1/2,2.62,3.3%,56.0%,71.4%,0.0%,2.48,5.4%,77.4%,50.0%,9.7%,2.84,0.0%
2024 Wimbledon R16,L vs Ostapenko,69.1%,53.2%,14.7%,6/4,2.67,6.7%,68.3%,53.6%,9.8%,2.54,11.8%,82.6%,52.6%,26.1%,2.84,0.0%
2024 Wimbledon R32,W vs Swiatek,74.4%,55.2%,14.1%,9/2,2.34,4.7%,69.2%,55.6%,13.5%,2.26,6.1%,91.7%,54.5%,16.7%,2.61,0.0%
2024 Birmingham F,W vs Tomljanovic,69.0%,57.1%,4.2%,3/0,3.03,14.7%,72.9%,48.6%,4.2%,2.91,19.0%,82.4%,78.6%,5.9%,3.23,7.7%
2024 Rome R32,L vs Swiatek,78.1%,38.6%,1.4%,0/1,2.53,2.2%,77.8%,37.1%,0.0%,2.52,2.8%,84.6%,40.9%,3.8%,2.58,0.0%
2024 Indian Wells R16,L vs Swiatek,72.1%,41.9%,7.0%,1/2,2.84,4.5%,66.7%,40.0%,6.7%,2.80,6.5%,91.7%,45.5%,8.3%,2.92,0.0%
2023 US Open R128,L vs Trevisan,86.8%,54.3%,1.9%,2/0,2.39,4.0%,92.6%,58.7%,0.0%,2.45,5.2%,90.6%,44.8%,6.3%,2.17,0.0%
2023 Roland Garros R32,L vs Stephens,86.5%,52.1%,4.5%,4/1,2.57,4.2%,88.2%,50.7%,1.2%,2.55,6.3%,91.3%,57.1%,17.4%,2.63,0.0%
2023 Roland Garros R64,W vs Zheng,81.6%,54.9%,2.3%,2/0,2.70,0.0%,76.9%,46.7%,0.0%,2.74,0.0%,93.2%,61.0%,4.5%,2.55,0.0%
2023 Roland Garros R128,W vs Zanevska,85.6%,50.6%,5.2%,2/3,2.71,3.0%,85.2%,50.0%,5.6%,2.72,4.2%,97.4%,51.4%,5.3%,2.70,0.0%
Last 52 Weeks (4 matches),,68.8%,36.4%,9.9%,52.6%,2.56,9.4%,65.0%,40.0%,8.1%,2.52,11.2%,86.7%,30.8%,15.0%,2.73,2.7%
Career (78 matches),,75.0%,50.4%,5.9%,56.5%,2.54,6.9%,74.4%,49.2%,4.2%,2.51,9.0%,86.5%,52.4%,9.9%,2.60,2.3%
