Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Miami R64,L vs Rybakina,8,11,0.7,6.8%,9.4%,7,11,0.6,6.7%,10.5%,5.7%,1.0%,1.3,28.2%,22.2%
2026 Australian Open R16,L vs Jovic,4,20,0.2,5.4%,27.0%,4,17,0.2,6.0%,25.4%,1.5%,4.5%,1.2,23.0%,18.9%
2025 Guangzhou R16,L vs Seidel,13,15,0.9,13.3%,15.3%,12,13,0.9,13.3%,14.4%,8.9%,4.4%,1.4,23.5%,17.3%
2025 Roland Garros R32,L vs Andreeva,15,27,0.6,13.6%,24.5%,15,26,0.6,14.6%,25.2%,3.9%,10.7%,1.3,24.5%,19.1%
2025 Miami R64,L vs Townsend,10,33,0.3,5.6%,18.3%,9,32,0.3,5.4%,19.2%,3.6%,1.8%,0.7,20.0%,27.2%
2025 Australian Open R32,L vs Kasatkina,11,33,0.3,9.9%,29.7%,11,32,0.3,10.8%,31.4%,4.9%,5.9%,0.8,13.5%,18.0%
2024 Wuhan R16,L vs Sabalenka,13,15,0.9,7.8%,9.0%,11,11,1.0,7.2%,7.2%,3.9%,3.3%,1.2,27.1%,22.9%
2024 Seoul R32,L vs Anisimova,12,10,1.2,8.5%,7.1%,10,9,1.1,7.6%,6.9%,2.3%,5.3%,0.9,17.7%,20.6%
2024 US Open R32,L vs Paolini,16,33,0.5,11.9%,24.6%,14,31,0.5,10.9%,24.2%,5.5%,5.5%,1.0,16.4%,17.2%
2024 US Open R64,W vs Wang,20,23,0.9,12.0%,13.8%,19,21,0.9,11.7%,13.0%,7.4%,3.1%,0.8,19.2%,23.4%
2024 US Open R128,W vs Noskova,20,26,0.8,13.5%,17.6%,17,25,0.7,13.1%,19.2%,6.9%,6.2%,0.7,16.9%,23.0%
2024 Cincinnati R32,W vs Gauff,10,29,0.3,6.0%,17.3%,9,29,0.3,6.0%,19.3%,3.3%,2.7%,0.6,16.7%,29.2%
2024 Wimbledon R16,L vs Ostapenko,8,9,0.9,7.1%,8.0%,8,7,1.1,7.8%,6.8%,3.9%,2.9%,1.1,25.9%,23.2%
2024 Wimbledon R32,W vs Swiatek,19,15,1.3,11.7%,9.2%,19,11,1.7,12.5%,7.2%,8.6%,3.9%,0.9,20.9%,23.3%
2024 Wimbledon R64,W vs Siniakova,15,18,0.8,11.4%,13.6%,14,18,0.8,11.0%,14.2%,4.7%,3.9%,0.5,11.4%,25.0%
2024 Wimbledon R128,W vs Kerber,30,25,1.2,22.9%,19.1%,28,24,1.2,21.9%,18.8%,11.7%,10.2%,0.7,11.5%,17.6%
2024 Birmingham F,W vs Tomljanovic,23,16,1.4,18.4%,12.8%,19,15,1.3,17.4%,13.8%,8.3%,9.2%,0.6,14.4%,22.4%
2024 Rome R32,L vs Swiatek,16,26,0.6,11.9%,19.4%,12,24,0.5,9.5%,19.0%,4.0%,4.8%,0.9,19.4%,20.9%
2024 Indian Wells R16,L vs Swiatek,4,28,0.1,4.0%,28.0%,4,24,0.2,4.3%,25.5%,3.2%,1.1%,0.9,17.0%,18.0%
2023 US Open R128,L vs Trevisan,17,48,0.4,7.6%,21.3%,16,45,0.4,7.4%,20.9%,2.3%,4.7%,0.6,16.9%,28.0%
Career (114 matches),,1962,2780,0.7,12.0%,17.0%,1810,2539,0.7,11.8%,16.6%,5.5%,4.7%,0.8,18.3%,22.3%
