Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2026 Miami R64,L vs Rybakina,0.91,0.65,50.2,2.0,0.0%,50.0%,3.4%,58.6%,33.3%,32.1%
2026 Australian Open R16,L vs Jovic,0.86,0.39,30.8,2.3,0.0%,21.1%,0.0%,41.2%,35.0%,27.8%
2025 Guangzhou R16,L vs Seidel,0.72,0.39,32.2,2.0,3.8%,53.8%,0.0%,62.5%,19.2%,27.3%
2025 Roland Garros R32,L vs Andreeva,1.04,0.61,45.5,2.4,0.0%,51.6%,0.0%,41.9%,28.0%,34.8%
2025 Miami R64,L vs Townsend,0.89,0.80,55.6,3.7,0.0%,46.5%,2.5%,62.5%,54.0%,27.7%
2025 Australian Open R32,L vs Kasatkina,0.95,0.66,45.5,3.1,0.0%,46.7%,0.0%,42.3%,37.9%,38.5%
2024 Wuhan R16,L vs Sabalenka,0.88,0.82,57.3,8.1,4.7%,60.5%,0.0%,39.5%,50.0%,42.5%
2024 Seoul R32,L vs Anisimova,0.92,0.78,63.0,2.1,5.6%,52.8%,0.0%,48.5%,42.1%,41.2%
2024 US Open R32,L vs Paolini,0.94,0.71,50.3,2.0,0.0%,67.6%,6.5%,35.5%,41.7%,30.3%
2024 US Open R64,W vs Wang,1.07,1.24,60.6,2.2,2.4%,61.9%,0.0%,50.0%,51.1%,50.0%
2024 US Open R128,W vs Noskova,1.16,1.26,62.6,2.5,2.4%,56.1%,5.4%,54.1%,45.7%,51.4%
2024 Cincinnati R32,W vs Gauff,1.09,1.21,68.9,7.2,2.5%,62.5%,0.0%,55.3%,42.6%,48.8%
2024 Wimbledon R16,L vs Ostapenko,0.75,0.59,41.8,2.0,0.0%,39.1%,0.0%,52.4%,36.1%,50.0%
2024 Wimbledon R32,W vs Swiatek,1.14,1.36,44.7,4.4,0.0%,57.8%,0.0%,70.0%,45.2%,41.7%
2024 Wimbledon R64,W vs Siniakova,0.88,1.39,57.0,2.2,2.8%,69.4%,0.0%,73.5%,46.9%,43.3%
2024 Wimbledon R128,W vs Kerber,1.05,1.39,56.5,2.1,2.6%,68.4%,2.9%,67.6%,43.8%,40.7%
2024 Birmingham F,W vs Tomljanovic,0.90,1.45,66.3,2.0,0.0%,58.6%,16.0%,84.0%,51.4%,44.1%
2024 Rome R32,L vs Swiatek,0.86,0.66,43.7,2.1,3.1%,62.5%,10.3%,51.7%,21.1%,45.7%
2024 Indian Wells R16,L vs Swiatek,1.10,0.60,40.9,2.4,0.0%,34.5%,0.0%,46.4%,45.5%,19.0%
2023 US Open R128,L vs Trevisan,0.85,0.94,116.7,7.3,1.6%,56.5%,0.0%,47.4%,58.2%,47.1%
2026 (2 matches),,0.89,0.52,42.7,2.1,0.0%,38.8%,2.2%,52.2%,34.0%,30.4%
2025 (4 matches),,0.91,0.65,46.6,2.6,0.8%,49.2%,0.8%,52.9%,38.5%,31.4%
2024 (13 matches),,0.99,1.00,55.6,2.5,2.1%,58.8%,2.8%,55.7%,43.4%,43.2%
2023 (8 matches),,0.98,0.94,69.3,3.0,1.2%,54.1%,1.0%,55.3%,44.1%,42.9%
2022 (6 matches),,1.00,0.95,66.7,3.4,1.8%,55.0%,0.8%,55.1%,39.7%,46.0%
Career (300 matches),,1.01,0.98,58.8,2.8,1.7%,55.5%,1.5%,54.2%,44.1%,44.4%
