Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Wimbledon R128,L vs Navarro,59.1%,46.2%,11.4%,1/4,2.42,17.1%,53.1%,41.2%,6.3%,2.58,24.0%,81.8%,55.6%,27.3%,2.04,0.0%
2023 US Open R64,L vs Wozniacki,63.3%,54.0%,10.1%,2/6,2.45,10.0%,58.5%,45.2%,7.5%,2.27,18.4%,79.2%,68.4%,16.7%,2.65,0.0%
2023 Berlin F,W vs Vekic,66.1%,48.7%,6.8%,0/4,2.54,9.3%,59.5%,40.0%,4.8%,2.52,13.8%,100.0%,64.3%,14.3%,2.59,0.0%
2023 Roland Garros R128,L vs Cocciaretto,65.8%,54.2%,4.1%,2/1,2.59,13.5%,63.6%,50.0%,2.3%,2.45,21.7%,83.3%,60.0%,8.3%,2.83,0.0%
2023 Miami F,W vs Rybakina,54.2%,56.4%,5.6%,2/2,2.29,12.8%,51.3%,40.0%,10.3%,2.35,14.3%,63.3%,73.7%,0.0%,2.09,8.3%
2023 Miami SF,W vs Cirstea,71.8%,56.9%,5.6%,2/2,2.48,12.2%,65.4%,47.1%,3.8%,2.40,18.8%,94.4%,76.5%,11.1%,2.64,0.0%
2023 Miami R16,W vs Gracheva,57.7%,53.7%,7.0%,1/4,2.19,27.9%,56.8%,33.3%,10.8%,2.26,40.5%,64.5%,75.0%,3.2%,2.09,8.3%
2023 Miami R64,W vs Noskova,58.6%,79.4%,1.7%,0/1,1.99,12.5%,64.3%,77.8%,0.0%,1.81,21.4%,88.9%,81.3%,5.6%,2.24,0.0%
2023 Indian Wells R16,W vs Pegula,75.0%,55.1%,3.8%,1/3,2.53,29.4%,76.9%,56.0%,1.5%,2.53,31.4%,73.7%,53.6%,7.9%,2.51,25.0%
2023 Indian Wells R64,W vs Mandlik,60.5%,67.4%,9.2%,0/7,2.49,16.1%,51.4%,57.9%,5.4%,2.56,23.5%,90.0%,74.1%,16.7%,2.39,7.1%
2023 Doha R16,L vs Gauff,51.5%,38.2%,1.5%,0/1,2.18,0.0%,55.0%,50.0%,2.5%,2.11,0.0%,52.2%,16.7%,0.0%,2.30,0.0%
2023 Australian Open R64,L vs Kalinina,65.2%,44.4%,8.7%,1/5,2.17,12.7%,60.5%,42.3%,9.3%,2.14,18.9%,76.0%,47.4%,8.0%,2.22,3.8%
2022 United Cup RR,W vs Pegula,61.5%,62.5%,2.2%,1/1,2.54,21.6%,60.4%,59.4%,1.9%,2.51,29.4%,68.6%,66.7%,2.9%,2.58,5.9%
2022 Guadalajara R32,L vs Andreescu,55.2%,70.8%,12.6%,2/9,2.41,13.8%,54.9%,67.9%,7.8%,2.16,17.2%,64.5%,75.0%,22.6%,2.66,10.3%
2022 Ostrava R16,W vs Badosa,63.9%,56.6%,9.6%,5/3,2.34,15.4%,63.5%,57.6%,11.5%,2.31,18.8%,71.4%,55.0%,7.1%,2.42,5.9%
2022 US Open R16,L vs Pegula,67.9%,61.1%,11.3%,2/4,2.43,8.8%,60.0%,54.2%,12.5%,2.46,11.1%,92.3%,75.0%,7.7%,2.34,0.0%
2022 US Open R32,W vs Muguruza,64.7%,50.0%,6.9%,2/5,2.53,6.1%,73.5%,48.0%,5.9%,2.53,7.5%,51.6%,56.3%,9.7%,2.54,3.8%
2022 Cincinnati F,L vs Garcia,54.7%,56.1%,4.0%,1/2,2.47,17.9%,50.0%,37.5%,2.1%,1.93,23.5%,73.9%,82.4%,8.7%,3.30,9.1%
2022 Cincinnati QF,W vs Tomljanovic,67.9%,61.1%,7.5%,1/3,2.36,31.0%,82.4%,57.1%,2.9%,2.56,50.0%,61.5%,75.0%,23.1%,2.11,7.7%
2022 Wimbledon R32,L vs Badosa,51.1%,58.7%,6.7%,1/5,2.35,26.2%,45.3%,66.7%,5.7%,2.27,34.9%,64.7%,50.0%,8.8%,2.51,9.1%
Last 52 Weeks (1 matches),,59.1%,46.2%,11.4%,20.0%,2.42,17.1%,53.1%,41.2%,6.3%,2.58,24.0%,81.8%,55.6%,27.3%,2.04,0.0%
Career (179 matches),,66.1%,57.1%,5.1%,39.2%,2.41,13.6%,66.9%,53.3%,4.4%,2.38,18.3%,75.2%,63.5%,7.2%,2.45,5.5%
