Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2025 Wimbledon R128,L vs Navarro,60% (3/5),25% (1/4),0/0,0/0,38% (3/8),0/2,0/1,- (0/0),- (0/0)
2023 US Open R64,L vs Wozniacki,57% (8/14),50% (3/6),0/0,0/0,69% (9/13),4/6,3/4,50% (3/6),33% (2/6)
2023 US Open R128,W vs Bucsa,78% (7/9),63% (5/8),2/4,1/1,60% (3/5),0/0,0/0,67% (4/6),50% (3/6)
2023 Wimbledon R16,L vs Jabeur,67% (2/3),33% (1/3),0/0,0/0,14% (1/7),1/3,0/1,- (0/0),- (0/0)
2023 Wimbledon R32,W vs Stevanovic,57% (8/14),50% (5/10),2/8,1/4,70% (7/10),0/0,0/0,- (0/0),- (0/0)
2023 Wimbledon R64,W vs Sasnovich,35% (6/17),75% (6/8),2/3,1/1,67% (4/6),0/0,0/0,- (0/0),- (0/0)
2023 Wimbledon R128,W vs Paolini,75% (15/20),50% (3/6),2/2,1/1,100% (3/3),3/4,0/0,67% (4/6),17% (1/6)
2023 Berlin F,W vs Vekic,75% (9/12),75% (3/4),2/3,1/1,80% (4/5),1/1,0/0,71% (5/7),43% (3/7)
2023 Roland Garros R128,L vs Cocciaretto,67% (4/6),43% (3/7),0/0,0/0,50% (5/10),1/3,1/2,- (0/0),- (0/0)
2023 Miami F,W vs Rybakina,69% (9/13),38% (3/8),2/6,1/1,50% (1/2),5/5,0/0,87% (13/15),20% (3/15)
2023 Miami SF,W vs Cirstea,67% (10/15),43% (3/7),2/3,1/2,80% (4/5),2/2,0/0,- (0/0),- (0/0)
2023 Miami R16,W vs Gracheva,61% (11/18),67% (2/3),2/2,1/1,88% (7/8),0/0,0/0,50% (3/6),67% (4/6)
2023 Indian Wells R16,W vs Pegula,75% (9/12),60% (6/10),2/6,1/4,17% (1/6),4/5,4/4,75% (9/12),33% (4/12)
2023 Indian Wells R64,W vs Mandlik,64% (7/11),43% (6/14),2/2,1/1,50% (2/4),0/0,0/0,- (0/0),- (0/0)
2023 Doha R16,L vs Gauff,100% (9/9),0% (0/1),0/0,0/0,0% (0/1),2/4,1/2,57% (4/7),29% (2/7)
2023 Australian Open R64,L vs Kalinina,57% (8/14),25% (1/4),0/0,0/0,73% (8/11),1/3,0/1,- (0/0),- (0/0)
2023 United Cup RR,W vs Pegula,69% (9/13),27% (3/11),2/9,1/2,67% (4/6),7/7,0/0,57% (4/7),57% (4/7)
2022 Guadalajara 2 R32,L vs Andreescu,50% (4/8),33% (4/12),1/1,0/0,60% (12/20),6/8,4/5,- (0/0),- (0/0)
2022 Ostrava R16,W vs Badosa,50% (10/20),22% (2/9),2/12,1/8,90% (9/10),0/0,0/0,40% (2/5),83% (5/6)
2022 US Open R16,L vs Pegula,100% (3/3),33% (2/6),0/0,0/0,14% (1/7),0/2,0/1,- (0/0),- (0/0)
2025 (1 matches),,60.0%,25.0%,-,-,37.5%,0.0%,0.0%,-,-
2023 (16 matches),,65.5%,48.2%,45.8%,57.9%,61.8%,72.1%,64.3%,68.1%,36.1%
2022 (12 matches),,61.0%,37.1%,44.1%,41.2%,66.3%,50.0%,50.0%,63.6%,50.0%
2021 (19 matches),,64.3%,38.3%,51.1%,50.0%,63.9%,47.4%,60.9%,56.8%,48.6%
2020 (17 matches),,69.1%,41.6%,51.9%,54.2%,55.4%,59.3%,42.9%,52.9%,45.9%
Career (525 matches),,63.3%,45.0%,57.3%,60.6%,59.8%,47.4%,48.0%,58.9%,43.8%
