Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Wimbledon R128,L vs Navarro,6.3%,100.0%,10.6%,80.0%,26.2%,41.7%,0.0%,8.3%,0.0%,2.0%,50.0%,305,219
2023 US Open R64,L vs Wozniacki,1.1%,100.0%,9.7%,64.7%,28.0%,45.8%,33.3%,12.5%,28.6%,1.7%,75.0%,178,138
2023 Berlin F,W vs Vekic,1.6%,0.0%,4.5%,50.0%,23.1%,40.0%,50.0%,11.8%,16.7%,0.6%,0.0%,31,71
2023 Roland Garros R128,L vs Cocciaretto,0.0%,-,5.5%,71.4%,26.1%,35.7%,20.0%,17.0%,33.3%,1.9%,66.7%,98,92
2023 Miami F,W vs Rybakina,1.6%,0.0%,5.7%,87.5%,27.5%,52.4%,0.0%,21.6%,40.0%,0.5%,100.0%,92,70
2023 Miami SF,W vs Cirstea,0.0%,-,3.5%,60.0%,25.0%,46.2%,25.0%,17.7%,14.3%,0.0%,-,102,88
2023 Miami R16,W vs Gracheva,3.4%,100.0%,5.5%,77.8%,28.7%,35.0%,16.7%,10.6%,16.7%,1.0%,50.0%,142,148
2023 Miami R64,W vs Noskova,0.0%,-,3.8%,75.0%,39.3%,44.4%,50.0%,28.0%,50.0%,1.1%,0.0%,329,245
2023 Indian Wells R16,W vs Pegula,3.7%,100.0%,10.0%,68.4%,18.5%,31.8%,12.5%,11.5%,0.0%,0.4%,100.0%,163,165
2023 Indian Wells R64,W vs Mandlik,0.0%,-,4.0%,80.0%,24.0%,33.3%,20.0%,16.1%,50.0%,0.7%,0.0%,146,112
2023 Doha R16,L vs Gauff,1.8%,100.0%,10.6%,53.8%,21.9%,40.0%,0.0%,18.4%,28.6%,1.8%,0.0%,127,131
2023 Australian Open R64,L vs Kalinina,3.8%,66.7%,9.8%,73.3%,18.6%,28.6%,9.5%,7.6%,10.0%,2.8%,57.1%,90,77
2022 United Cup RR,W vs Pegula,1.4%,100.0%,12.7%,76.2%,14.6%,14.3%,22.2%,20.0%,23.1%,1.2%,66.7%,94,113
2022 Guadalajara R32,L vs Andreescu,2.5%,50.0%,5.2%,77.8%,20.3%,12.5%,11.1%,17.0%,30.0%,1.1%,50.0%,239,195
2022 Ostrava R16,W vs Badosa,3.5%,66.7%,9.7%,82.4%,28.6%,32.1%,21.4%,22.4%,21.4%,2.1%,60.0%,155,120
2022 US Open R16,L vs Pegula,4.9%,50.0%,9.3%,44.4%,20.4%,10.0%,11.1%,20.9%,66.7%,2.1%,33.3%,62,39
2022 US Open R32,W vs Muguruza,1.0%,0.0%,3.7%,62.5%,22.0%,26.9%,25.0%,9.5%,16.7%,1.4%,75.0%,64,135
2022 Cincinnati F,L vs Garcia,0.0%,-,3.8%,80.0%,18.8%,30.0%,50.0%,9.4%,50.0%,0.8%,0.0%,67,95
2022 Cincinnati QF,W vs Tomljanovic,2.3%,0.0%,6.4%,85.7%,32.5%,54.5%,20.0%,25.0%,50.0%,0.0%,-,166,220
2022 Wimbledon R32,L vs Badosa,1.1%,0.0%,9.1%,70.6%,18.0%,26.9%,25.0%,17.0%,11.1%,2.3%,60.0%,143,104
Last 52 Weeks (1 matches),,6.3%,100.0%,10.6%,80.0%,26.2%,41.7%,0.0%,8.3%,0.0%,2.0%,50.0%,305,219
Career (179 matches),,1.5%,58.6%,8.4%,70.4%,19.3%,29.2%,13.8%,13.7%,22.5%,1.4%,38.1%,129,120
