Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R64,L vs Wozniacki,95.2,97.6,5.7,101.0,93.4,106,81,91.4,3.6,91.7,90.9,97,81
2023 US Open R128,W vs Bucsa,95.3,97.4,5.3,100.6,93.7,105,86,92.5,2.9,94.0,95.0,99,87
2023 Wimbledon R16,L vs Jabeur,97.7,99.7,4.0,98.3,100.5,106,91,92.9,4.0,96.0,99.0,99,85
2023 Wimbledon R32,W vs Stevanovic,97.0,99.4,5.8,103.4,96.3,108,85,92.1,2.0,92.9,91.8,96,89
2023 Wimbledon R64,W vs Sasnovich,96.8,99.0,3.9,100.6,96.7,106,88,92.9,3.4,95.0,93.0,97,82
2023 Wimbledon R128,W vs Paolini,98.3,100.5,4.9,102.2,98.4,109,90,93.1,2.5,94.9,90.0,100,88
2022 US Open R16,L vs Pegula,98.2,99.1,5.2,101.7,97.2,105,75,93.9,2.5,94.0,,99,90
2022 US Open R32,W vs Muguruza,97.7,100.5,4.4,100.9,96.9,107,84,91.8,5.7,94.3,93.0,99,71
2022 US Open R128,W vs Andreeva,95.8,98.6,5.8,100.9,97.6,107,81,90.9,4.0,88.7,91.0,98,83
2022 Wimbledon R32,L vs Badosa,97.5,99.2,5.3,101.1,95.4,109,85,93.5,2.2,93.0,93.5,98,90
2022 Wimbledon R64,W vs Bogdan,96.6,98.5,4.0,,,107,90,92.6,3.9,,,100,79
2022 Wimbledon R128,W vs Paolini,96.6,99.4,5.4,100.5,98.8,119,88,93.1,3.3,92.7,94.8,98,83
2021 US Open R32,L vs Sakkari,97.6,100.3,4.2,102.4,96.5,106,90,93.0,2.2,93.6,92.8,97,89
2021 US Open R64,W vs Pliskova,95.7,97.2,4.7,98.8,94.1,106,88,91.5,2.7,93.5,90.0,96,86
2021 US Open R128,W vs Hercog,94.6,97.6,6.4,99.7,96.9,105,84,87.9,2.4,87.5,89.5,91,82
2021 Wimbledon R128,L vs Stephens,94.7,97.4,4.6,99.9,94.8,104,86,90.3,2.2,89.7,91.5,94,86
2020 US Open R128,W vs Begu,97.7,99.1,5.5,101.5,97.2,107,86,90.7,4.3,89.0,,96,85
2019 US Open R64,L vs Petkovic,94.7,98.7,4.1,100.4,97.7,107,91,88.5,3.5,89.5,89.0,97,82
2019 US Open R128,W vs Allertova,95.3,98.9,5.0,100.9,94.6,105,88,88.7,3.2,,88.8,94,82
2019 Wimbledon R16,L vs Konta,97.5,100.4,4.2,102.5,97.3,109,90,92.4,2.1,91.5,93.0,97,89
Career (119 matches),,96.0,99.9,5.3,102.1,97.2,119,69,90.7,3.7,93.0,91.5,110,63
