Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2025 Wimbledon R128,L vs Navarro,16.0%,34.0%,38.9%,21.2%,42.4%,46.2%,13.3%,61.1%,75.0%,9.1%,27.3%,20.0%,0.0%,66.7%,100.0%,-51
2023 US Open R64,L vs Wozniacki,20.8%,38.5%,49.3%,27.8%,46.3%,53.8%,38.9%,50.0%,25.0%,13.5%,32.4%,43.8%,13.6%,33.3%,50.0%,18
2023 Berlin F,W vs Vekic,34.2%,49.3%,53.5%,42.0%,58.0%,55.2%,40.0%,56.0%,0.0%,22.2%,38.9%,50.0%,33.3%,66.7%,0.0%,81
2023 Roland Garros R128,L vs Cocciaretto,20.0%,38.2%,45.9%,30.3%,57.6%,60.9%,21.4%,63.2%,100.0%,6.7%,13.3%,21.4%,20.0%,60.0%,100.0%,-66
2023 Miami F,W vs Rybakina,30.9%,51.5%,68.1%,32.7%,51.9%,68.6%,36.8%,51.5%,50.0%,25.0%,50.0%,66.7%,20.0%,72.7%,-,-104
2023 Miami SF,W vs Cirstea,27.8%,41.7%,57.1%,34.7%,49.0%,50.0%,29.6%,36.4%,0.0%,15.0%,30.0%,70.6%,0.0%,73.3%,100.0%,31
2023 Miami R16,W vs Gracheva,26.9%,41.9%,57.4%,38.3%,58.3%,62.2%,45.0%,55.0%,50.0%,7.7%,15.4%,50.0%,0.0%,66.7%,100.0%,-49
2023 Miami R64,W vs Noskova,29.8%,40.4%,54.2%,41.7%,54.2%,57.1%,20.0%,57.1%,0.0%,28.6%,42.9%,50.0%,14.3%,42.9%,0.0%,137
2023 Indian Wells R16,W vs Pegula,30.2%,45.3%,48.1%,26.5%,44.9%,52.8%,25.0%,51.7%,0.0%,44.8%,58.6%,37.5%,10.0%,68.4%,-,157
2023 Indian Wells R64,W vs Mandlik,34.7%,49.0%,51.6%,39.3%,57.1%,76.5%,16.7%,62.5%,0.0%,30.0%,40.0%,21.4%,0.0%,50.0%,100.0%,-46
2023 Doha R16,L vs Gauff,28.1%,40.4%,61.5%,29.4%,47.1%,62.5%,30.8%,61.9%,-,28.6%,33.3%,60.0%,18.2%,70.0%,100.0%,1
2023 Australian Open R64,L vs Kalinina,17.9%,41.7%,50.8%,25.0%,55.8%,56.4%,44.0%,59.3%,33.3%,7.1%,21.4%,42.3%,35.7%,35.7%,50.0%,-47
2022 United Cup RR,W vs Pegula,23.0%,36.5%,56.9%,20.9%,37.2%,55.9%,37.5%,48.1%,33.3%,32.0%,44.0%,58.8%,26.7%,50.0%,0.0%,97
2022 Guadalajara R32,L vs Andreescu,21.2%,31.8%,35.6%,30.2%,44.2%,33.3%,40.9%,52.4%,37.5%,14.7%,23.5%,37.9%,25.0%,38.9%,33.3%,18
2022 Ostrava R16,W vs Badosa,23.9%,38.0%,52.3%,26.2%,41.5%,52.1%,38.5%,43.6%,50.0%,22.7%,36.4%,52.9%,50.0%,66.7%,66.7%,94
2022 US Open R16,L vs Pegula,11.4%,25.0%,35.3%,15.6%,34.4%,37.0%,21.1%,46.2%,100.0%,0.0%,0.0%,28.6%,0.0%,80.0%,100.0%,-119
2022 US Open R32,W vs Muguruza,32.2%,40.0%,54.5%,42.9%,52.9%,65.0%,18.8%,34.2%,0.0%,21.2%,27.3%,38.5%,0.0%,50.0%,-,60
2022 Cincinnati F,L vs Garcia,41.8%,49.1%,39.3%,50.0%,58.8%,35.3%,42.9%,65.0%,100.0%,35.3%,41.2%,45.5%,18.2%,83.3%,100.0%,126
2022 Cincinnati QF,W vs Tomljanovic,41.1%,57.1%,44.8%,52.9%,70.6%,43.8%,68.8%,50.0%,50.0%,27.8%,44.4%,46.2%,37.5%,70.0%,100.0%,115
2022 Wimbledon R32,L vs Badosa,27.8%,44.3%,49.2%,34.8%,53.0%,48.8%,33.3%,47.2%,33.3%,15.4%,30.8%,50.0%,9.1%,73.3%,100.0%,30
Last 52 Weeks (1 matches),,16.0%,34.0%,38.9%,21.2%,42.4%,46.2%,13.3%,61.1%,75.0%,9.1%,27.3%,20.0%,0.0%,66.7%,100.0%,-51
Career (179 matches),,26.9%,39.7%,49.3%,32.5%,47.6%,51.7%,37.3%,56.2%,54.2%,21.3%,31.9%,45.3%,15.8%,59.0%,68.9%,86
