Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,5,1,4,20.0%,0,0,0,-,2012,2023,Q2,3,0.70,0.5%,7.3%,72.8%,54.7%,28.6%,47.6%,36.7%,50.0%,30.8%
Roland Garros,5,Clay,9,3,6,33.3%,2,0,2,0.0%,2012,2023,R128,9,0.93,1.1%,2.6%,77.7%,53.4%,42.6%,51.0%,45.8%,50.6%,43.2%
Wimbledon,4,Grass,6,2,4,33.3%,1,1,0,100.0%,2012,2023,Q2,5,0.97,0.3%,5.1%,72.0%,60.3%,35.6%,53.4%,45.2%,52.4%,36.4%
US Open,6,Hard,12,6,6,50.0%,4,2,2,50.0%,2011,2023,R128,10,1.00,1.6%,4.8%,69.6%,58.1%,40.9%,52.9%,47.3%,53.5%,53.7%
Fed Cup,9,,20,10,10,50.0%,2,1,1,50.0%,2010,2019,,2,0.98,1.3%,4.7%,63.1%,55.3%,34.5%,47.7%,51.4%,44.4%,52.4%
Prague,3,Clay,4,1,3,25.0%,0,0,0,-,2018,2024,R64,4,0.86,0.9%,4.6%,70.8%,54.8%,40.6%,50.7%,42.3%,46.7%,45.8%
Bari 125,2,Clay,5,3,2,60.0%,1,1,0,100.0%,2022,2023,SF,5,0.96,0.0%,3.4%,79.7%,50.4%,41.7%,48.6%,49.2%,50.0%,42.1%
Iasi 125,2,Clay,4,2,2,50.0%,1,0,1,0.0%,2022,2023,R16,4,0.98,0.4%,3.8%,76.9%,51.9%,45.5%,50.4%,48.7%,51.4%,44.4%
Makarska 125,2,Clay,2,0,2,0.0%,0,0,0,-,2022,2023,R32,1,0.76,4.8%,4.8%,74.2%,43.5%,37.5%,41.9%,44.3%,57.1%,42.9%
Bogota,2,Clay,2,0,2,0.0%,0,0,0,-,2022,2023,R32,2,0.82,0.7%,9.9%,64.5%,54.1%,37.0%,48.0%,42.7%,40.9%,37.5%
Indian Wells,2,Hard,2,0,2,0.0%,0,0,0,-,2022,2023,Q1,2,0.81,0.0%,6.3%,68.3%,47.4%,40.0%,45.1%,44.4%,46.2%,55.6%
