Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
22-Jul-2024,Prague,Clay,Q1,607,441,(ALT) Zhibek Kulambayeva [KAZ] d. Jani,6-3 6-1,0.59,0.0%,4.0%,84.0%,47.6%,37.5%,3/8,1:20
27-May-2024,W50 Otocec,Clay,R32,418,199,(3) Miriam Bianca Bulgaru [ROU] d. Jani,6-2 6-0,,,,,,,,
27-May-2024,W50 Otocec,Clay,R64,418,990,Jani d. (Q) Angelica Raggi [ITA],6-2 6-4,,,,,,,,
20-May-2024,W35 Annenheim,Clay,R32,385,1202,(Q) Katherine Barnes [GBR] d. (6) Jani,6-4 5-7 6-4,,,,,,,,
13-May-2024,W35 Villach,Clay,R32,384,562,(Q) Fiona Ganz [SUI] d. Jani,7-5 3-6 6-0,,,,,,,,
06-May-2024,W75 Trnava,Clay,Q1,384,,Adela Polakovicova [SVK] d. (5) Jani,7-5 6-1,,,,,,,,
16-Oct-2023,W25 Santa Margherita di Pula,Clay,R32,313,703,(WC) Anastasia Abbagnato [ITA] d. Jani,6-1 6-3,,,,,,,,
09-Oct-2023,W25 Santa Margherita di Pula,Clay,R32,305,782,(Q) Alessandra Mazzola [ITA] d. (8) Jani,6-2 6-2,,,,,,,,
02-Oct-2023,W40 Lisbon,Clay,R32,303,330,Eva Vedder [NED] d. Jani,6-2 6-4,,,,,,,,
25-Sep-2023,W40 Kursumlijska Banja,Clay,R32,288,216,(5) Lina Gjorcheska [MKD] d. Jani,6-7(5) 6-4 7-6(3),,,,,,,,
25-Sep-2023,W40 Kursumlijska Banja,Clay,R64,288,323,Jani d. Andreea Prisacariu [ROU],6-4 4-6 6-2,,,,,,,,
18-Sep-2023,Parma 125,Clay,R16,298,58,(1) Anna Karolina Schmiedlova [SVK] d. Jani,6-3 6-2,0.63,0.0%,3.8%,73.1%,44.7%,50.0%,6/11,1:22
18-Sep-2023,Parma 125,Clay,R32,298,167,Jani d. Ylena In Albon [SUI],4-6 6-1 6-1,1.68,1.7%,1.7%,79.7%,70.2%,66.7%,1/4,1:45
