Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Arina Gabriela Vasilescu [ROU],4,2,66.7%,0,0,0,-,2020,2025,1,1.32,4.0%,4.0%,60.0%,75.6%,40.0%,61.3%,50.9%,85.7%,80.0%
5,Carlota Martinez Cirez [ESP],1,4,20.0%,0,0,0,-,2021,2026,1,0.68,5.9%,7.8%,58.8%,60.0%,28.6%,47.1%,36.0%,37.5%,14.3%
5,Elena Korokozidi [GRE],2,3,40.0%,0,0,0,-,2022,2025,2,0.90,5.8%,4.4%,49.0%,62.4%,42.9%,52.4%,42.7%,61.5%,53.3%
5,Selena Janicijevic [FRA],2,3,40.0%,1,1,0,100.0%,2021,2025,1,0.34,2.2%,2.2%,43.5%,45.0%,50.0%,47.8%,17.5%,55.6%,0
5,Oana Gavrila [ROU],3,2,60.0%,0,0,0,-,2022,2024,0,,,,,,,,,,
4,Katharina Hobgarski [GER],3,1,75.0%,1,1,0,100.0%,2022,2026,1,1.37,8.4%,3.6%,62.7%,69.2%,54.8%,63.9%,49.4%,40.0%,50.0%
4,Polina Leykina [RUS],4,0,100.0%,0,0,0,-,2022,2025,1,1.32,0.0%,1.4%,45.8%,60.6%,46.2%,52.8%,62.3%,72.7%,75.0%
4,Nuria Brancaccio [ITA],0,4,0.0%,0,0,0,-,2021,2024,0,,,,,,,,,,
4,Aurora Zantedeschi [ITA],2,2,50.0%,1,1,0,100.0%,2021,2023,0,,,,,,,,,,
4,Federica Bilardo [ITA],2,2,50.0%,0,0,0,-,2021,2023,0,,,,,,,,,,
4,Misaki Matsuda [JPN],0,4,0.0%,1,0,1,0.0%,2019,2022,0,,,,,,,,,,
4,Ani Vangelova [BUL],3,1,75.0%,1,1,0,100.0%,2019,2022,0,,,,,,,,,,
4,Ilay Yoruk [TUR],4,0,100.0%,0,0,0,-,2019,2021,0,,,,,,,,,,
3,Angela Fita Boluda [ESP],1,2,33.3%,1,1,0,100.0%,2022,2026,1,0.42,4.7%,4.7%,41.9%,72.2%,24.0%,44.2%,23.7%,44.4%,0
3,Ksenia Zaytseva [RUS],1,2,33.3%,0,0,0,-,2022,2025,1,0.84,3.0%,7.6%,31.8%,52.4%,31.1%,37.9%,52.2%,33.3%,29.4%
