Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Antalya SF,L vs Luikham,1.01,0.87,73.6,8.3,0.0%,62.3%,0.0%,50.0%,37.3%,38.2%
2019 W15 Antalya QF,W vs Yoruk,1.28,1.70,37.2,2.2,0.0%,50.0%,0.0%,62.5%,71.0%,44.8%
2019 W15 Antalya R16,W vs Koevermans,1.06,1.54,46.4,2.5,0.0%,56.7%,0.0%,64.3%,55.6%,60.9%
2019 W15 Antalya R32,L vs Pribylova,0.90,0.86,74.5,5.5,0.0%,44.9%,0.0%,40.5%,60.9%,47.6%
2019 W15 Antalya R32,L vs Radisic,0.95,0.68,46.1,2.0,0.0%,45.2%,0.0%,41.4%,30.0%,51.9%
2019 W15 Antalya R32,L vs Herrmann,0.96,0.94,76.6,11.3,0.0%,56.9%,0.0%,34.5%,52.3%,53.7%
2017 Heraklion $15K R32,L vs Nepliy,0.97,0.82,70.2,3.0,0.0%,59.5%,0.0%,37.5%,41.7%,45.2%
2017 Heraklion $15K R32,L vs Ukolova,1.06,0.46,34.2,2.0,0.0%,40.0%,0.0%,20.0%,47.4%,11.8%
2019 (6 matches),,1.00,0.99,63.6,3.4,0.0%,53.7%,0.0%,46.6%,50.2%,47.9%
2017 (2 matches),,1.00,0.67,58.1,2.4,0.0%,53.2%,0.0%,31.7%,43.6%,33.3%
Career (8 matches),,1.00,0.92,62.6,3.1,0.0%,53.6%,0.0%,43.5%,49.0%,45.3%
