Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W15 Antalya SF,L vs Luikham,35% (6/17),83% (5/6),2/5,56% (9/16),44% (4/9),3/3,0/0,0/0,0/0,0/0
2019 W15 Antalya QF,W vs Yoruk,100% (8/8),75% (6/8),2/2,38% (3/8),33% (1/3),2/4,0/2,0/0,0/1,0/0
2019 W15 Antalya R16,W vs Koevermans,63% (5/8),100% (5/5),1/2,33% (3/9),33% (1/3),4/5,2/2,0/0,1/1,0/0
2019 W15 Antalya R32,L vs Pribylova,79% (11/14),82% (9/11),5/9,71% (10/14),0% (0/10),3/8,0/0,1/2,0/0,1/1
2019 W15 Antalya R32,L vs Radisic,25% (2/8),100% (2/2),1/4,75% (6/8),0% (0/6),1/2,0/0,0/2,0/0,0/1
2019 W15 Antalya R32,L vs Herrmann,64% (9/14),89% (8/9),5/8,71% (10/14),10% (1/10),3/8,1/1,0/1,0/0,0/0
2017 Heraklion $15K R32,L vs Nepliy,50% (5/10),80% (4/5),3/4,73% (8/11),25% (2/8),1/4,0/1,1/2,0/0,0/1
2017 Heraklion $15K R32,L vs Ukolova,14% (1/7),100% (1/1),1/5,100% (7/7),14% (1/7),0/1,0/0,0/1,0/0,0/0
2019 (6 matches),,59.4%,85.4%,53.3%,59.4%,17.1%,53.3%,60.0%,20.0%,50.0%,50.0%
2017 (2 matches),,35.3%,83.3%,44.4%,83.3%,20.0%,20.0%,0.0%,33.3%,-,0.0%
Career (8 matches),,54.7%,85.1%,51.3%,64.4%,17.9%,48.6%,50.0%,25.0%,50.0%,33.3%
