Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 W50 Leiria QF,L vs Korneeva,1.02,0.43,40.6,2.1,0.0%,45.2%,0.0%,50.0%,25.0%,18.8%
2025 W75 Granby R32,L vs Giavara,0.94,0.63,42.1,2.3,0.0%,48.3%,0.0%,38.5%,25.8%,51.9%
2023 Miami R64,L vs Pegula,0.96,0.54,43.7,2.1,0.0%,46.4%,3.8%,50.0%,28.6%,30.0%
2023 Australian Open R128,L vs Garcia,1.08,0.39,42.6,2.3,0.0%,39.1%,0.0%,57.1%,17.4%,21.1%
2022 W60 Madrid SF,L vs Eala,0.89,0.31,34.3,2.2,0.0%,38.5%,0.0%,47.8%,10.5%,31.3%
2019 W25 Saskatoon QF,W vs Tjandramulia,1.08,1.35,53.5,2.1,-,64.1%,-,54.3%,56.3%,44.8%
2019 W25 Saskatoon R32,W vs Kwong,1.01,1.52,40.9,2.8,-,72.0%,-,47.8%,63.3%,55.2%
2019 W25 Figueira Da Foz QF,W vs Hontama,1.02,1.23,59.9,2.4,-,52.5%,-,54.1%,52.6%,60.6%
2019 W100 Bonita Springs FL R32,L vs Lee,0.87,0.68,49.1,2.8,9.4%,59.4%,0.0%,50.0%,39.4%,31.0%
2019 W100 Charleston SC R32,L vs Townsend,0.94,0.84,63.1,3.7,4.3%,45.7%,0.0%,54.8%,41.9%,47.5%
2019 W25 Kashiwa R32,L vs Akita,0.99,0.88,67.6,7.4,1.7%,50.0%,3.6%,51.8%,43.4%,44.0%
2019 W25 Kofu R32,W vs You,1.14,1.35,46.7,2.1,0.0%,51.6%,0.0%,56.7%,56.1%,52.5%
2019 W25 Kofu R32,L vs Lee,0.83,0.38,29.1,2.0,4.8%,47.6%,0.0%,15.0%,31.6%,31.6%
2019 W100 Midland MI R32,L vs Marino,0.95,0.50,38.7,2.7,0.0%,55.2%,3.7%,44.4%,33.3%,18.2%
2019 Newport Beach R16,L vs Gibbs,0.93,0.42,37.5,2.2,0.0%,37.5%,4.3%,47.8%,28.6%,23.5%
2019 Newport Beach R32,W vs Zhuk,1.25,1.67,49.0,2.6,2.4%,46.3%,0.0%,66.7%,50.0%,66.7%
2019 Newport Beach R64,W vs Giavara,1.05,1.48,47.2,2.3,3.2%,58.1%,10.3%,72.4%,54.1%,44.4%
2018 Houston QF,L vs Davis,1.08,0.58,39.8,2.0,0.0%,50.0%,0.0%,27.3%,27.6%,38.5%
2018 Houston R16,W vs Nara,1.06,1.51,39.8,2.0,0.0%,64.0%,4.3%,56.5%,50.0%,62.5%
2018 Houston R32,W vs Bouzkova,1.13,1.22,63.4,2.1,0.0%,58.1%,0.0%,50.0%,52.9%,45.8%
2025 (2 matches),,0.97,0.57,41.4,2.2,0.0%,46.7%,0.0%,44.4%,25.5%,39.5%
2023 (2 matches),,1.02,0.47,43.2,2.2,0.0%,43.1%,2.1%,53.2%,22.7%,25.6%
2022 (1 matches),,0.89,0.31,34.3,2.2,0.0%,38.5%,0.0%,47.8%,10.5%,31.3%
2019 (12 matches),,1.01,0.98,51.6,2.6,2.1%,53.0%,1.8%,52.9%,46.8%,45.1%
2018 (3 matches),,1.10,1.08,50.6,2.0,0.0%,57.6%,1.2%,45.9%,45.6%,49.1%
Career (65 matches),,0.99,0.97,60.6,2.8,1.1%,53.0%,1.0%,51.9%,44.8%,48.0%
