Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 ITF Leiria QF,L vs Korneeva,63.9%,26.1%,33.3%,6/6,2.74,0.0%,70.0%,21.4%,55.0%,2.81,0.0%,64.3%,33.3%,7.1%,2.57,0.0%
2025 ITF Granby R32,L vs Giavara,67.2%,48.7%,12.1%,5/2,2.33,0.0%,78.9%,43.3%,7.9%,2.22,0.0%,52.9%,66.7%,23.5%,2.65,0.0%
2023 Miami R64,L vs Pegula,61.0%,44.0%,12.2%,2/3,2.46,2.6%,59.4%,52.6%,9.4%,2.47,3.1%,75.0%,16.7%,25.0%,2.44,0.0%
2023 Australian Open R128,L vs Garcia,52.4%,27.3%,16.7%,4/3,2.51,3.4%,33.3%,16.7%,22.2%,2.57,5.0%,72.7%,31.3%,13.6%,2.38,0.0%
2022 ITF Madrid SF,L vs Eala,65.7%,26.1%,28.6%,4/6,2.42,0.0%,58.3%,35.7%,16.7%,2.58,0.0%,90.0%,11.1%,60.0%,2.18,0.0%
2017 ITF Charleston R32,L vs Embree,78.9%,61.7%,3.9%,1/2,2.24,5.8%,83.6%,56.5%,3.6%,2.08,10.3%,73.7%,78.6%,5.3%,2.45,0.0%
Last 52 Weeks (2 matches),,66.0%,40.3%,20.2%,57.9%,2.55,0.0%,75.9%,36.4%,24.1%,2.54,0.0%,58.1%,50.0%,16.1%,2.60,0.0%
Career (6 matches),,66.7%,44.3%,15.3%,50.0%,2.43,2.3%,69.0%,45.0%,14.4%,2.43,3.4%,70.0%,42.9%,18.9%,2.43,0.0%
