Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Hard,8,5,3,62.5%,1,0,1,0.0%,2019,2024,R128,8,1.06,1.4%,4.6%,77.2%,65.4%,43.0%,60.3%,42.0%,50.0%,54.5%
Roland Garros,1,Clay,1,0,1,0.0%,0,0,0,-,2023,2023,Q1,1,0.87,1.2%,0.0%,66.3%,54.4%,41.4%,50.0%,43.6%,41.7%,27.3%
Wimbledon,1,Grass,2,1,1,50.0%,0,0,0,-,2023,2023,Q2,2,0.96,0.0%,1.0%,89.8%,55.7%,20.0%,52.0%,46.0%,53.3%,53.8%
US Open,2,Hard,2,0,2,0.0%,1,1,0,100.0%,2019,2023,Q1,2,0.79,0.0%,6.3%,72.2%,62.5%,40.0%,56.3%,34.5%,60.0%,50.0%
Fed Cup,2,,4,3,1,75.0%,0,0,0,-,2017,2018,,4,1.32,6.5%,3.7%,60.3%,75.2%,50.6%,65.4%,45.7%,72.2%,48.1%
Midland 125,4,Hard,12,8,4,66.7%,2,2,0,100.0%,2022,2026,QF,12,1.06,0.9%,2.4%,78.2%,57.0%,46.5%,54.7%,47.8%,53.6%,41.3%
Charleston,3,Clay,8,5,3,62.5%,0,0,0,-,2023,2025,R32,8,1.02,0.2%,2.2%,79.4%,54.0%,48.9%,53.0%,48.1%,49.1%,57.4%
Toronto,4,Hard,4,0,4,0.0%,0,0,0,-,2015,2024,R64,3,0.80,0.0%,6.7%,69.4%,54.2%,39.7%,49.8%,40.4%,56.1%,57.9%
Montreal,3,Hard,3,0,3,0.0%,1,0,1,0.0%,2018,2023,Q1,3,0.73,1.3%,5.4%,71.3%,54.4%,40.6%,50.4%,36.1%,54.3%,63.6%
Auckland,2,Hard,2,0,2,0.0%,2,0,2,0.0%,2018,2023,Q1,2,0.90,2.7%,2.2%,82.5%,62.0%,35.9%,57.4%,38.2%,66.7%,42.9%
Newport Beach,2,Hard,4,2,2,50.0%,0,0,0,-,2019,2020,R16,4,0.96,2.2%,3.3%,62.0%,64.3%,35.0%,53.1%,45.2%,52.8%,59.3%
