Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,220,105,115,47.7%,276-291,48.7%,2718-2659,50.5%,28-47,37.3%,212,75.7%,26.2%,2.7%,2.7%,63.3%,66.5%,52.8%,61.5%,39.2%,50.2%,1.02
Clay,460,266,194,57.8%,608-488,55.5%,5364-4975,51.9%,84-61,57.9%,417,71.8%,32.2%,2.1%,3.0%,63.9%,64.5%,51.1%,59.7%,42.3%,50.8%,1.05
Grass,22,11,11,50.0%,32-40,44.4%,353-360,49.5%,4-9,30.8%,22,75.4%,24.5%,2.9%,2.7%,64.0%,68.6%,48.7%,61.4%,38.6%,49.5%,1.00
Carpet,29,9,20,31.0%,24-42,36.4%,296-356,45.4%,7-7,50.0%,28,74.2%,16.2%,2.8%,2.5%,61.8%,64.7%,54.3%,60.7%,34.4%,48.1%,0.87
Grand Slams,83,40,43,48.2%,140-158,47.0%,1438-1437,50.0%,18-28,39.1%,78,73.4%,26.5%,2.6%,2.7%,64.3%,65.9%,49.5%,60.1%,39.5%,49.5%,0.99
Masters,128,59,69,46.1%,140-157,47.1%,1390-1407,49.7%,13-17,43.3%,124,73.8%,26.5%,2.0%,2.7%,64.8%,64.5%,52.6%,60.3%,39.3%,49.8%,0.99
Other Tours,517,289,228,55.9%,653-545,54.5%,5855-5481,51.6%,92-78,54.1%,477,73.2%,30.7%,2.4%,3.0%,63.1%,65.4%,52.1%,60.5%,41.6%,50.9%,1.05
Best of 5,86,43,43,50.0%,149-159,48.4%,1496-1466,50.5%,18-28,39.1%,79,73.4%,26.8%,2.6%,2.7%,64.3%,65.9%,49.6%,60.1%,39.7%,49.6%,0.99
Best of 3,645,348,297,54.0%,791-702,53.0%,7235-6884,51.2%,105-96,52.2%,600,73.3%,29.8%,2.3%,2.9%,63.5%,65.2%,52.2%,60.4%,41.1%,50.6%,1.04
Finals,15,8,7,53.3%,19-17,52.8%,172-166,50.9%,2-1,66.7%,14,68.7%,28.4%,2.1%,1.8%,64.1%,62.6%,48.2%,57.4%,41.0%,49.0%,0.96
Semi-finals,42,15,27,35.7%,39-59,39.8%,428-498,46.2%,7-4,63.6%,41,66.1%,26.5%,1.8%,2.9%,63.7%,61.2%,49.0%,56.8%,39.3%,48.1%,0.91
Quarter-finals,81,42,39,51.9%,97-87,52.7%,890-848,51.2%,12-13,48.0%,78,72.5%,30.3%,2.1%,2.6%,64.2%,64.3%,53.6%,60.5%,41.2%,50.6%,1.04
vs Righties,622,338,284,54.3%,797-721,52.5%,7382-7017,51.3%,102-106,49.0%,576,73.7%,29.4%,2.4%,2.9%,63.7%,65.5%,51.7%,60.5%,40.9%,50.5%,1.03
vs Lefties,109,53,56,48.6%,143-140,50.5%,1349-1333,50.3%,21-18,53.8%,103,71.6%,28.5%,2.0%,2.9%,63.1%,64.5%,52.0%,59.9%,40.7%,50.1%,1.01
vs Top 10,74,20,54,27.0%,59-127,31.7%,786-983,44.4%,5-22,18.5%,72,68.1%,21.4%,2.5%,2.5%,63.5%,62.8%,49.3%,57.9%,36.7%,47.3%,0.87
