Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2014,371,116,179,1568,133,1576,172,1516,,,,,,
2013,316,139,187,1561,142,1565,174,1518,,,,,,
2012,75,668,98,1697,80,1665,97,1648,145,1497,196,332,,
2011,156,331,135,1629,131,1573,105,1618,173,1454,148,548,,
2010,102,551,126,1636,125,1582,93,1633,163,1466,571,75,,
2009,111,496,157,1600,129,1585,156,1545,182,1451,290,215,,
2008,120,425,127,1653,111,1617,132,1589,126,1519,175,331,,
2007,183,233,182,1560,140,1547,175,1510,,,169,340,104,1530
2006,77,508,147,1603,118,1584,145,1553,198,1417,63,780,108,1508
2005,87,463,110,1665,86,1660,142,1557,162,1473,361,124,,
2004,136,324,129,1645,112,1604,144,1570,,,309,144,,
2003,158,247,143,1607,117,1581,152,1552,162,1470,797,30,,
2002,148,251,156,1602,145,1558,197,1492,,,387,92,,
2001,183,206,113,1671,99,1642,163,1547,139,1523,1445,2,,
2000,208,184,205,1552,174,1520,215,1487,166,1477,,,,
1999,323,117,317,1329,291,1334,296,1262,,,623,50,,
1998,438,64,,,,,,,,,1306,2,,
1997,740,17,,,,,,,,,1289,2,,
