Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,139,56,83,40.3%,136-200,40.5%,1495-1728,46.4%,22-23,48.9%,139,71.2%,22.1%,5.1%,4.9%,52.2%,68.7%,49.9%,59.7%,37.3%,48.4%,0.93
Clay,59,22,37,37.3%,52-84,38.2%,571-694,45.1%,7-7,50.0%,59,66.8%,24.5%,3.6%,4.3%,53.1%,65.6%,47.7%,57.2%,38.7%,48.0%,0.90
Grass,14,1,13,7.1%,12-32,27.3%,196-248,44.1%,2-10,16.7%,14,75.3%,14.7%,8.0%,5.3%,55.4%,69.6%,49.5%,60.6%,32.7%,47.1%,0.83
Carpet,5,1,4,20.0%,3-8,27.3%,42-59,41.6%,0-1,0.0%,5,68.8%,17.3%,4.6%,5.6%,54.3%,67.1%,48.6%,58.6%,36.8%,46.9%,0.89
Grand Slams,32,7,25,21.9%,34-80,29.8%,458-628,42.2%,6-10,37.5%,32,66.5%,18.8%,5.4%,4.4%,52.0%,66.5%,47.6%,57.4%,35.1%,46.3%,0.82
Masters,22,7,15,31.8%,16-32,33.3%,205-251,45.0%,2-2,50.0%,22,67.7%,22.8%,3.9%,4.8%,51.5%,65.4%,48.6%,57.3%,37.4%,47.6%,0.88
Other Tours,163,66,97,40.5%,153-212,41.9%,1641-1850,47.0%,23-29,44.2%,163,72.0%,22.9%,5.0%,4.9%,53.2%,68.8%,49.9%,59.9%,37.9%,48.8%,0.95
Best of 5,32,7,25,21.9%,34-80,29.8%,458-628,42.2%,6-10,37.5%,32,66.5%,18.8%,5.4%,4.4%,52.0%,66.5%,47.6%,57.4%,35.1%,46.3%,0.82
Best of 3,185,73,112,39.5%,169-244,40.9%,1846-2101,46.8%,25-31,44.6%,185,71.5%,22.9%,4.9%,4.9%,53.0%,68.4%,49.7%,59.6%,37.8%,48.7%,0.94
Semi-finals,5,0,5,0.0%,1-10,9.1%,33-66,33.3%,1-0,100.0%,5,58.3%,8.0%,2.7%,6.2%,49.0%,63.9%,45.1%,54.3%,29.7%,42.7%,0.65
Quarter-finals,15,5,10,33.3%,12-22,35.3%,145-181,44.5%,1-1,50.0%,15,65.8%,24.1%,4.1%,4.4%,52.7%,65.5%,48.2%,57.3%,38.1%,47.6%,0.89
vs Righties,190,69,121,36.3%,172-281,38.0%,1959-2347,45.5%,25-34,42.4%,190,70.6%,21.4%,4.9%,4.7%,53.0%,67.9%,49.5%,59.2%,36.9%,48.0%,0.91
vs Lefties,27,11,16,40.7%,31-43,41.9%,345-382,47.5%,6-7,46.2%,27,69.7%,25.6%,5.2%,5.4%,51.7%,68.7%,48.0%,58.7%,39.3%,49.1%,0.95
vs Top 10,17,1,16,5.9%,6-37,14.0%,146-260,36.0%,3-3,50.0%,17,61.1%,10.9%,3.5%,4.7%,51.9%,64.0%,43.2%,54.0%,29.3%,42.7%,0.64
