Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,528,290,238,54.9%,655-554,54.2%,5902-5523,51.7%,64-75,46.0%,396,66.5%,25.4%,5.9%,5.0%,60.7%,67.0%,47.9%,59.5%,41.3%,50.5%,1.02
Clay,228,148,80,64.9%,320-196,62.0%,2592-2142,54.8%,30-19,61.2%,196,75.2%,32.6%,5.2%,3.9%,63.4%,67.0%,51.8%,61.4%,42.6%,52.0%,1.10
Grass,87,43,44,49.4%,95-99,49.0%,922-920,50.1%,6-14,30.0%,69,65.9%,26.5%,7.4%,5.7%,58.4%,69.4%,46.6%,59.9%,39.1%,49.7%,0.98
Carpet,12,6,6,50.0%,13-14,48.1%,120-126,48.8%,1-2,33.3%,10,-,-,6.4%,4.1%,61.4%,69.3%,47.4%,60.9%,40.6%,50.7%,1.04
Grand Slams,162,94,68,58.0%,210-159,56.9%,1816-1594,53.3%,15-21,41.7%,146,66.4%,27.2%,5.6%,4.5%,61.3%,67.1%,47.9%,59.7%,42.8%,51.3%,1.06
Premiers,330,177,153,53.6%,401-359,52.8%,3645-3510,50.9%,39-41,48.8%,293,68.6%,23.6%,5.8%,4.7%,61.4%,67.0%,48.4%,59.8%,40.8%,50.4%,1.01
Internationals,184,116,68,63.0%,242-166,59.3%,2034-1780,53.3%,29-26,52.7%,131,72.5%,31.8%,6.6%,5.3%,60.0%,68.7%,50.0%,61.2%,41.7%,51.4%,1.07
Finals,26,9,17,34.6%,26-38,40.6%,280-317,46.9%,4-2,66.7%,19,71.8%,26.8%,4.3%,5.1%,59.5%,65.0%,50.5%,59.2%,39.0%,49.2%,0.96
Semi-finals,48,24,24,50.0%,55-57,49.1%,518-519,50.0%,8-7,53.3%,39,65.0%,28.4%,5.6%,4.1%,61.7%,64.8%,47.9%,58.4%,40.8%,49.7%,0.98
Quarter-finals,85,46,39,54.1%,97-88,52.4%,898-878,50.6%,14-11,56.0%,70,77.0%,20.6%,5.2%,4.6%,62.2%,67.0%,48.6%,60.0%,39.6%,49.9%,0.99
vs Righties,764,438,326,57.3%,970-769,55.8%,8500-7763,52.3%,88-95,48.1%,610,69.3%,28.2%,5.8%,4.8%,61.3%,67.1%,48.8%,60.0%,41.4%,50.8%,1.04
vs Lefties,87,45,42,51.7%,105-94,52.8%,987-928,51.5%,13-15,46.4%,60,72.7%,26.6%,6.1%,4.7%,60.9%,69.0%,48.8%,61.1%,41.5%,51.1%,1.07
vs Top 10,116,32,84,27.6%,87-177,33.0%,1069-1397,43.3%,13-15,46.4%,91,55.1%,20.9%,5.3%,4.7%,60.9%,63.7%,43.7%,55.9%,38.6%,47.3%,0.87
