Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2022 Strasbourg R32,L vs Tan,10,33,0.3,9.8%,32.4%,10,26,0.4,11.1%,28.9%,10.0%,1.1%,1.0,15.7%,15.7%
2022 Australian Open R64,L vs Pavlyuchenkova,8,23,0.3,8.1%,23.2%,7,21,0.3,8.0%,24.1%,5.7%,1.1%,1.1,19.2%,17.2%
2022 Australian Open R128,W vs Anderson,35,52,0.7,16.7%,24.9%,23,48,0.5,12.7%,26.5%,9.4%,3.3%,0.6,12.4%,19.6%
2021 US Open R128,L vs Kontaveit,17,28,0.6,14.4%,23.7%,14,23,0.6,13.6%,22.3%,12.6%,1.0%,1.7,16.1%,9.3%
2021 Wimbledon R128,L vs Rogers,21,41,0.5,12.4%,24.1%,19,35,0.5,12.3%,22.7%,7.8%,4.5%,1.0,12.9%,13.5%
2021 Australian Open R64,L vs Pegula,7,16,0.4,8.9%,20.3%,7,16,0.4,10.0%,22.9%,,,2.0,20.3%,10.1%
2021 Australian Open R128,W vs Aiava,19,21,0.9,13.4%,14.8%,19,21,0.9,14.2%,15.7%,,,0.6,12.0%,21.1%
2020 Australian Open R128,L vs Mcnally,23,37,0.6,16.2%,26.1%,23,37,0.6,17.2%,27.6%,,,1.0,13.4%,13.4%
2019 Guangzhou F,L vs Kenin,22,39,0.6,11.1%,19.6%,13,35,0.4,7.3%,19.8%,6.2%,1.1%,0.8,15.1%,20.1%
2019 Guangzhou SF,W vs Golubic,34,44,0.8,17.0%,22.0%,25,34,0.7,14.2%,19.3%,10.8%,3.4%,0.4,9.0%,22.0%
2019 US Open R128,L vs Alexandrova,10,26,0.4,9.4%,24.5%,9,20,0.5,10.0%,22.2%,7.8%,2.2%,1.5,21.7%,14.2%
2019 Wimbledon R128,L vs Suarez Navarro,15,26,0.6,11.5%,20.0%,11,24,0.5,9.0%,19.7%,4.9%,3.3%,1.1,12.3%,11.5%
2019 Roland Garros R64,L vs Alexandrova,18,38,0.5,9.1%,19.3%,18,38,0.5,10.6%,22.4%,,,1.0,11.7%,11.7%
2019 Roland Garros R128,W vs Strycova,34,25,1.4,25.4%,18.7%,34,25,1.4,27.6%,20.3%,,,0.9,13.4%,14.2%
2019 Fed Cup RR,L vs Sabalenka,37,42,0.9,15.0%,17.0%,25,34,0.7,12.3%,16.7%,9.8%,2.0%,1.0,17.4%,17.0%
2019 Australian Open R128,L vs Yastremska,11,12,0.9,9.2%,10.0%,7,6,1.2,6.7%,5.7%,5.7%,1.0%,1.5,16.7%,10.8%
2019 Brisbane R32,L vs Bouzkova,27,27,1.0,15.9%,15.9%,17,25,0.7,11.3%,16.6%,7.9%,1.3%,1.3,23.5%,17.6%
2018 US Open R128,L vs Wozniacki,25,34,0.7,22.7%,30.9%,17,26,0.7,18.7%,28.6%,14.3%,2.2%,0.9,10.0%,10.9%
2018 New Haven R32,L vs Sabalenka,7,22,0.3,6.4%,20.0%,4,19,0.2,4.4%,20.9%,4.4%,0.0%,1.0,20.9%,20.0%
2018 Wimbledon R64,L vs Saville,16,26,0.6,13.9%,22.6%,10,20,0.5,10.5%,21.1%,7.4%,3.2%,1.7,19.1%,11.3%
Career (118 matches),,2676,3093,0.9,16.3%,18.9%,2223,2744,0.8,15.1%,18.6%,8.1%,2.3%,0.9,14.1%,16.6%
