Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,22,Hard,42,20,22,47.6%,12,4,8,33.3%,2000,2022,R16,32,1.01,6.0%,4.4%,61.4%,66.7%,46.0%,58.7%,41.5%,52.5%,45.3%
Roland Garros,17,Clay,57,40,17,70.2%,9,6,3,66.7%,2003,2019,F,55,1.15,5.1%,3.9%,62.2%,66.9%,50.5%,60.7%,45.1%,64.8%,49.0%
Wimbledon,17,Grass,29,12,17,41.4%,4,1,3,25.0%,2003,2021,R32,27,0.98,7.2%,5.7%,57.7%,69.4%,45.8%,59.4%,39.8%,53.0%,44.3%
US Open,17,Hard,39,23,16,59.0%,12,4,8,33.3%,2003,2021,W,32,1.04,5.1%,4.6%,62.5%,66.1%,47.1%,58.9%,42.7%,58.6%,45.1%
Olympics,5,,8,3,5,37.5%,1,1,0,100.0%,2004,2021,R16,4,0.96,7.5%,3.9%,63.1%,59.0%,51.2%,56.2%,41.9%,56.4%,38.5%
Fed Cup,15,,49,29,20,59.2%,12,5,7,41.7%,2003,2019,,7,0.92,5.5%,5.1%,64.8%,64.2%,44.2%,57.2%,39.5%,57.5%,41.0%
Indian Wells,15,Hard,37,22,15,59.5%,9,6,3,66.7%,2013,2019,SF,29,1.02,5.3%,5.5%,60.5%,67.0%,49.8%,60.2%,40.7%,63.2%,46.2%
Rome,15,Clay,32,17,15,53.1%,7,6,1,85.7%,2004,2019,F,28,1.03,4.8%,3.2%,67.7%,64.7%,49.7%,59.9%,41.3%,55.6%,45.7%
Miami,14,Hard,33,19,14,57.6%,4,2,2,50.0%,2004,2019,QF,31,1.04,5.0%,5.9%,60.3%,67.7%,46.2%,59.2%,42.6%,58.5%,47.0%
Eastbourne,14,Grass,31,17,14,54.8%,9,4,5,44.4%,2004,2021,SF,25,1.00,7.3%,5.4%,59.3%,69.3%,46.8%,60.2%,39.6%,65.9%,48.6%
Sydney,13,Hard,22,9,13,40.9%,6,4,2,66.7%,2005,2019,F,19,0.93,7.2%,4.5%,57.8%,65.9%,47.4%,58.1%,38.9%,55.4%,36.2%
Charleston,12,Clay,27,16,11,59.3%,2,1,1,50.0%,2005,2018,W,24,1.09,6.0%,4.5%,61.2%,65.4%,51.2%,59.9%,43.8%,54.8%,47.6%
Beijing,12,Hard,21,9,12,42.9%,4,1,3,25.0%,2004,2019,SF,15,0.99,3.7%,5.0%,60.4%,63.1%,49.2%,57.6%,42.1%,58.0%,41.1%
Madrid,11,Clay,30,19,11,63.3%,13,6,7,46.2%,2009,2019,SF,29,1.10,5.5%,3.3%,64.7%,69.1%,52.4%,63.2%,40.4%,57.6%,43.6%
Dubai,10,Hard,22,12,10,54.5%,6,2,4,33.3%,2005,2018,QF,20,1.11,5.3%,4.4%,60.5%,67.9%,48.9%,60.4%,43.9%,64.8%,43.2%
Brisbane,8,Hard,15,5,10,33.3%,6,5,1,83.3%,2009,2020,R16,13,0.95,5.5%,4.5%,61.2%,69.4%,46.2%,60.4%,37.7%,51.5%,48.7%
